topic,entity_pair_id,conjunctA,conjunctB,ordering,cell,labelA,labelB,and_row_index,or_row_index,and_statement,or_statement,atomic_union_score_and,atomic_union_score_or,atomic_union_delta_OR_AND,compound_trained_score_and,compound_trained_score_or,compound_trained_delta_OR_AND,and_partition,or_partition
sp_en_trans,"sp_en_trans::[""abrigo"",""ejemplo""]",The Spanish word 'ejemplo' means 'to see'.,The Spanish word 'abrigo' means 'coat'.,BA,FT,0,1,6027,3851,The Spanish word 'abrigo' means 'coat' and the Spanish word 'ejemplo' means 'to see'.,The Spanish word 'abrigo' means 'coat' or the Spanish word 'ejemplo' means 'to see'.,-5.746461161901701,-8.124777093198498,-2.3783159312967967,-11.26519000354947,6.67407812148675,17.93926812503622,test,test
element_symb,"element_symb::[""Mercury"",""Tantalum""]",Tantalum has the symbol Ta.,Mercury has the symbol Hg.,AB,TT,1,1,3852,4638,Tantalum has the symbol Ta and Mercury has the symbol Hg.,Tantalum has the symbol Ta or Mercury has the symbol Hg.,6.479660811062047,4.76156349324222,-1.7180973178198269,5.761246755917612,25.061640695916598,19.300393939998987,train,train
element_symb,"element_symb::[""Ytterbium"",""Zinc""]",Ytterbium has the symbol Yb.,Zinc has the symbol Ac.,AB,TF,1,0,3853,6093,Ytterbium has the symbol Yb and Zinc has the symbol Ac.,Ytterbium has the symbol Yb or Zinc has the symbol Ac.,-2.850498656482598,-5.801165219584821,-2.950666563102222,-16.299768125921812,9.78118485124968,26.080952977171492,train,train
sp_en_trans,"sp_en_trans::[""reloj"",""suficiente""]",The Spanish word 'reloj' means 'clock'.,The Spanish word 'suficiente' means 'enough'.,AB,TT,1,1,3855,4922,The Spanish word 'reloj' means 'clock' and the Spanish word 'suficiente' means 'enough'.,The Spanish word 'reloj' means 'clock' or the Spanish word 'suficiente' means 'enough'.,7.19817130395128,3.474619927031921,-3.7235513769193584,12.636876198840804,27.587286407723276,14.950410208882472,train,train
element_symb,"element_symb::[""Cesium"",""Dysprosium""]",Dysprosium has the symbol I.,Cesium has the symbol Cs.,AB,FT,0,1,4193,3856,Dysprosium has the symbol I and Cesium has the symbol Cs.,Dysprosium has the symbol I or Cesium has the symbol Cs.,2.348074189223307,-2.0711693051814724,-4.419243494404779,-8.79125866857563,8.835624541702346,17.626883210277974,train,train
inventors,"inventors::[""Ernest Swinton"",""Ernesto Blanco""]",Ernesto Blanco lived in India.,Ernest Swinton lived in the U.K.,BA,FT,0,1,3858,5459,Ernest Swinton lived in the U.K and Ernesto Blanco lived in India.,Ernest Swinton lived in the U.K or Ernesto Blanco lived in India.,2.8116682008484473,3.6146975581130167,0.8030293572645695,-3.24674563645824,-0.4562392126103347,2.7905064238479054,test,test
cities,"cities::[""Ganzhou"",""Yaounde""]",The city of Ganzhou is in China.,The city of Yaounde is in Finland.,AB,TF,1,0,3862,7241,The city of Ganzhou is in China and the city of Yaounde is in Finland.,The city of Ganzhou is in China or the city of Yaounde is in Finland.,2.2095877714351397,0.8430850931038378,-1.366502678331302,-16.451583917262827,7.8767867770229065,24.328370694285734,train,train
sp_en_trans,"sp_en_trans::[""hijo"",""invierno""]",The Spanish word 'hijo' means 'son'.,The Spanish word 'invierno' means 'family'.,BA,TF,1,0,3863,6589,The Spanish word 'invierno' means 'family' and the Spanish word 'hijo' means 'son'.,The Spanish word 'invierno' means 'family' or the Spanish word 'hijo' means 'son'.,-0.726552312503939,-3.5229199824649378,-2.7963676699609987,-14.410779220915282,5.995246724113216,20.4060259450285,train,train
sp_en_trans,"sp_en_trans::[""caminar"",""nuevo""]",The Spanish word 'caminar' means 'cat'.,The Spanish word 'nuevo' means 'new'.,AB,FT,0,1,5642,3864,The Spanish word 'caminar' means 'cat' and the Spanish word 'nuevo' means 'new'.,The Spanish word 'caminar' means 'cat' or the Spanish word 'nuevo' means 'new'.,2.2106168513579085,-1.703332864915437,-3.913949716273345,-12.814974541048441,8.373350045981597,21.18832458703004,train,train
animal_class,"animal_class::[""chimpanzee"",""goat""]",The goat is a reptile.,The chimpanzee is a mammal.,AB,FT,0,1,7984,3866,The goat is a reptile and the chimpanzee is a mammal.,The goat is a reptile or the chimpanzee is a mammal.,5.960353949142153,2.24838132757419,-3.7119726215679623,-10.084809407793689,8.568257308431754,18.653066716225442,train,train
animal_class,"animal_class::[""cheetah"",""frog""]",The frog is a amphibian.,The cheetah is a arachnid.,BA,TF,1,0,3867,4834,The cheetah is a arachnid and the frog is a amphibian.,The cheetah is a arachnid or the frog is a amphibian.,1.045050460282603,-1.3198408273103812,-2.364891287592984,-16.70060214527172,3.249983988326622,19.950586133598343,train,train
element_symb,"element_symb::[""Barium"",""Tantalum""]",Tantalum has the symbol La.,Barium has the symbol Kr.,BA,FF,0,0,7636,3870,Barium has the symbol Kr and Tantalum has the symbol La.,Barium has the symbol Kr or Tantalum has the symbol La.,-6.464972101949732,-5.983771524905828,0.4812005770439036,-20.32250127016998,-6.903297670543059,13.419203599626922,train,train
element_symb,"element_symb::[""Holmium"",""Praseodymium""]",Holmium has the symbol Pd.,Praseodymium has the symbol I.,AB,FF,0,0,3871,5287,Holmium has the symbol Pd and Praseodymium has the symbol I.,Holmium has the symbol Pd or Praseodymium has the symbol I.,-10.516706621473604,-8.208269891723122,2.308436729750482,-30.3086833437404,-6.837298267473663,23.47138507626674,train,train
element_symb,"element_symb::[""Cadmium"",""Neon""]",Cadmium has the symbol Pr.,Neon has the symbol Ne.,BA,FT,0,1,3872,7845,Neon has the symbol Ne and Cadmium has the symbol Pr.,Neon has the symbol Ne or Cadmium has the symbol Pr.,-2.2776994144645517,-7.543697037195033,-5.265997622730481,-12.556592128558842,8.079985776254905,20.63657790481375,train,train
sp_en_trans,"sp_en_trans::[""abrigo"",""ejemplo""]",The Spanish word 'ejemplo' means 'to see'.,The Spanish word 'abrigo' means 'coat'.,AB,FT,0,1,3873,6263,The Spanish word 'ejemplo' means 'to see' and the Spanish word 'abrigo' means 'coat'.,The Spanish word 'ejemplo' means 'to see' or the Spanish word 'abrigo' means 'coat'.,3.6951843170874055,-2.0042609008761207,-5.699445217963526,-9.966525253295307,7.872381490846531,17.838906744141838,test,test
animal_class,"animal_class::[""deer"",""iguana""]",The iguana is a reptile.,The deer is a mammal.,AB,TT,1,1,3875,5026,The iguana is a reptile and the deer is a mammal.,The iguana is a reptile or the deer is a mammal.,12.710126222786496,5.13750510597835,-7.572621116808146,9.857281410108524,26.55823533021304,16.700953920104517,train,train
cities,"cities::[""Khulna"",""Peshawar""]",The city of Peshawar is in Pakistan.,The city of Khulna is in Bangladesh.,BA,TT,1,1,3878,4944,The city of Khulna is in Bangladesh and the city of Peshawar is in Pakistan.,The city of Khulna is in Bangladesh or the city of Peshawar is in Pakistan.,12.038833461754068,5.587317688485807,-6.4515157732682615,12.645849006672686,29.76256118959579,17.116712182923102,train,train
inventors,"inventors::[""Emile Berliner"",""Michael Faraday""]",Michael Faraday lived in the U.K.,Emile Berliner lived in Germany/the U.S.,AB,TT,1,1,3882,4855,Michael Faraday lived in the U.K and Emile Berliner lived in Germany/the U.S.,Michael Faraday lived in the U.K or Emile Berliner lived in Germany/the U.S.,7.042252455072558,-2.164725406231465,-9.206977861304022,3.593668920055291,12.321075951905756,8.727407031850465,train,train
sp_en_trans,"sp_en_trans::[""hermana"",""huevo""]",The Spanish word 'huevo' means 'egg'.,The Spanish word 'hermana' means 'ten'.,BA,TF,1,0,3886,7368,The Spanish word 'hermana' means 'ten' and the Spanish word 'huevo' means 'egg'.,The Spanish word 'hermana' means 'ten' or the Spanish word 'huevo' means 'egg'.,1.191605704314619,-3.788199309574642,-4.979805013889261,-18.793417030431808,11.949601363899715,30.74301839433152,train,train
sp_en_trans,"sp_en_trans::[""abrigo"",""rana""]",The Spanish word 'rana' means 'moment'.,The Spanish word 'abrigo' means 'coat'.,BA,FT,0,1,3887,6181,The Spanish word 'abrigo' means 'coat' and the Spanish word 'rana' means 'moment'.,The Spanish word 'abrigo' means 'coat' or the Spanish word 'rana' means 'moment'.,0.7723881891238102,-6.4876092389760185,-7.259997428099829,-12.880783204724937,5.551866049794617,18.432649254519553,train,train
sp_en_trans,"sp_en_trans::[""isla"",""tres""]",The Spanish word 'tres' means 'three'.,The Spanish word 'isla' means 'seed'.,BA,TF,1,0,7371,3889,The Spanish word 'isla' means 'seed' and the Spanish word 'tres' means 'three'.,The Spanish word 'isla' means 'seed' or the Spanish word 'tres' means 'three'.,6.273226253667628,-0.3112860192867632,-6.584512272954392,-5.642270117424386,11.326019339273133,16.96828945669752,train,train
cities,"cities::[""Changshu"",""Nagoya""]",The city of Changshu is in China.,The city of Nagoya is in the Dominican Republic.,BA,TF,1,0,7216,3890,The city of Nagoya is in the Dominican Republic and the city of Changshu is in China.,The city of Nagoya is in the Dominican Republic or the city of Changshu is in China.,2.360036283495929,1.6562222772044048,-0.7038140062915241,-16.34891879371934,14.29555404477707,30.64447283849641,test,test
sp_en_trans,"sp_en_trans::[""parecer"",""uno""]",The Spanish word 'uno' means 'one'.,The Spanish word 'parecer' means 'to seem'.,BA,TT,1,1,3891,7246,The Spanish word 'parecer' means 'to seem' and the Spanish word 'uno' means 'one'.,The Spanish word 'parecer' means 'to seem' or the Spanish word 'uno' means 'one'.,6.085261017313394,1.1676731139726622,-4.917587903340732,5.095396157630961,14.127933703761585,9.032537546130623,train,train
element_symb,"element_symb::[""Aluminum"",""Potassium""]",Aluminum has the symbol C.,Potassium has the symbol C.,AB,FF,0,0,3893,7287,Aluminum has the symbol C and Potassium has the symbol C.,Aluminum has the symbol C or Potassium has the symbol C.,-10.263959131594484,-5.779546701354889,4.484412430239596,-12.958408266725668,-7.010440904825264,5.947967361900404,train,train
inventors,"inventors::[""John Wesley Hyatt"",""Narinder Singh Kapany""]",John Wesley Hyatt lived in the U.S.,Narinder Singh Kapany lived in India.,BA,TT,1,1,5637,3896,Narinder Singh Kapany lived in India and John Wesley Hyatt lived in the U.S.,Narinder Singh Kapany lived in India or John Wesley Hyatt lived in the U.S.,13.09642201999346,6.6535596570474915,-6.442862362945968,4.188296236258784,14.693100509201708,10.504804272942923,train,train
element_symb,"element_symb::[""Cesium"",""Dysprosium""]",Dysprosium has the symbol Dy.,Cesium has the symbol Cs.,BA,TT,1,1,5383,3897,Cesium has the symbol Cs and Dysprosium has the symbol Dy.,Cesium has the symbol Cs or Dysprosium has the symbol Dy.,8.713165049953881,6.163025663519121,-2.5501393864347603,7.35696153682743,17.93733762005051,10.58037608322308,train,train
cities,"cities::[""Irbid"",""Sanaa""]",The city of Sanaa is in Yemen.,The city of Irbid is in Burkina Faso.,BA,TF,1,0,4787,3898,The city of Irbid is in Burkina Faso and the city of Sanaa is in Yemen.,The city of Irbid is in Burkina Faso or the city of Sanaa is in Yemen.,5.379820146411511,-0.4950127664329695,-5.8748329128444805,-16.679703470631782,8.391426152298049,25.07112962292983,train,train
animal_class,"animal_class::[""deer"",""iguana""]",The iguana is a crustacean.,The deer is a mammal.,AB,FT,0,1,3901,6574,The iguana is a crustacean and the deer is a mammal.,The iguana is a crustacean or the deer is a mammal.,4.61455565518372,0.6150545783605041,-3.999501076823216,-9.454600246068603,3.5964152102773883,13.051015456345992,train,train
animal_class,"animal_class::[""goat"",""whale""]",The goat is a mammal.,The whale is a mammal.,BA,TT,1,1,5759,3902,The whale is a mammal and the goat is a mammal.,The whale is a mammal or the goat is a mammal.,13.711185505491471,2.6296022914693307,-11.08158321402214,10.96937152611869,11.893056933604633,0.9236854074859426,train,train
sp_en_trans,"sp_en_trans::[""mezclar"",""viento""]",The Spanish word 'viento' means 'wind'.,The Spanish word 'mezclar' means 'to mix'.,BA,TT,1,1,3904,4751,The Spanish word 'mezclar' means 'to mix' and the Spanish word 'viento' means 'wind'.,The Spanish word 'mezclar' means 'to mix' or the Spanish word 'viento' means 'wind'.,8.275013614359814,4.460018049988592,-3.8149955643712223,12.349249508749018,24.70330872005015,12.35405921130113,train,train
cities,"cities::[""Madurai"",""Nova Iguacu""]",The city of Madurai is in Yemen.,The city of Nova Iguacu is in Sudan.,BA,FF,0,0,3905,6607,The city of Nova Iguacu is in Sudan and the city of Madurai is in Yemen.,The city of Nova Iguacu is in Sudan or the city of Madurai is in Yemen.,4.144625658804644,0.6326432212971316,-3.5119824375075126,-35.71990290496804,-14.864997961809136,20.8549049431589,train,train
cities,"cities::[""Laibin"",""Seoul""]",The city of Seoul is in Zimbabwe.,The city of Laibin is in China.,BA,FT,0,1,3908,5589,The city of Laibin is in China and the city of Seoul is in Zimbabwe.,The city of Laibin is in China or the city of Seoul is in Zimbabwe.,3.66687734100749,3.536540746441922,-0.1303365945655681,-24.642937089933167,2.374968795705182,27.01790588563835,test,test
element_symb,"element_symb::[""Radium"",""Tellurium""]",Tellurium has the symbol Zn.,Radium has the symbol Ra.,BA,FT,0,1,3910,6744,Radium has the symbol Ra and Tellurium has the symbol Zn.,Radium has the symbol Ra or Tellurium has the symbol Zn.,-5.04785611700699,-6.452391132398578,-1.4045350153915876,-17.936651619568394,5.1556885323784405,23.092340151946836,test,test
element_symb,"element_symb::[""Barium"",""Tantalum""]",Tantalum has the symbol La.,Barium has the symbol Kr.,AB,FF,0,0,4974,3911,Tantalum has the symbol La and Barium has the symbol Kr.,Tantalum has the symbol La or Barium has the symbol Kr.,-5.436099551357364,-9.818579496227835,-4.382479944870472,-19.216224276466527,-6.219648686625509,12.996575589841019,train,train
inventors,"inventors::[""Igor Tamm"",""Whitcomb Judson""]",Whitcomb Judson lived in the U.S.,Igor Tamm lived in Russia.,BA,TT,1,1,4600,3914,Igor Tamm lived in Russia and Whitcomb Judson lived in the U.S.,Igor Tamm lived in Russia or Whitcomb Judson lived in the U.S.,14.528475370693544,7.736602483108586,-6.791872887584958,6.874012279345897,19.31229543836372,12.438283159017821,train,train
animal_class,"animal_class::[""gorilla"",""panda""]",The gorilla is a reptile.,The panda is a bird.,AB,FF,0,0,3915,4142,The gorilla is a reptile and the panda is a bird.,The gorilla is a reptile or the panda is a bird.,-0.7974522301088225,3.405548149996519,4.203000380105341,-28.04145897968398,-10.66841490203426,17.373044077649723,train,train
element_symb,"element_symb::[""Lead"",""Tellurium""]",Tellurium has the symbol Zn.,Lead has the symbol Pb.,AB,FT,0,1,3916,4013,Tellurium has the symbol Zn and Lead has the symbol Pb.,Tellurium has the symbol Zn or Lead has the symbol Pb.,-2.5665098584405204,-9.81393546375204,-7.24742560531152,-10.231119968431589,4.090698572331495,14.321818540763083,train,train
animal_class,"animal_class::[""lobster"",""tapir""]",The lobster is a arachnid.,The tapir is a mammal.,AB,FT,0,1,5030,3917,The lobster is a arachnid and the tapir is a mammal.,The lobster is a arachnid or the tapir is a mammal.,12.23600611560638,2.2629458715067816,-9.973060244099598,-4.8701476551748994,16.817495775437347,21.687643430612248,train,train
cities,"cities::[""Ilorin"",""Yiwu""]",The city of Yiwu is in China.,The city of Ilorin is in Nigeria.,AB,TT,1,1,4369,3918,The city of Yiwu is in China and the city of Ilorin is in Nigeria.,The city of Yiwu is in China or the city of Ilorin is in Nigeria.,12.613659519196885,2.453580038970502,-10.160079480226385,11.103182160022126,33.698595634669914,22.59541347464779,train,train
animal_class,"animal_class::[""aardvark"",""hyena""]",The aardvark is a insect.,The hyena is a mammal.,BA,FT,0,1,7443,3920,The hyena is a mammal and the aardvark is a insect.,The hyena is a mammal or the aardvark is a insect.,3.3460390142420886,4.592636138724529,1.2465971244824408,-13.675638091511,1.9007727844862676,15.576410875997269,test,test
inventors,"inventors::[""Evangelista Torricelli"",""R. Buckminster Fuller""]",R. Buckminster Fuller lived in the U.S.,Evangelista Torricelli lived in Italy.,BA,TT,1,1,3923,6125,Evangelista Torricelli lived in Italy and R. Buckminster Fuller lived in the U.S.,Evangelista Torricelli lived in Italy or R. Buckminster Fuller lived in the U.S.,12.829991712494476,7.166440758656477,-5.663550953837999,10.449383864577538,24.118758694720484,13.669374830142946,train,train
