topic,entity_pair_id,conjunctA,conjunctB,labelA,labelB,cell,connective,ordering,global_truth,score_A,score_B,score_compound
inventors,"inventors::[""Alfred Nobel"",""Charles Fritts""]",Charles Fritts lived in Italy.,Alfred Nobel lived in Sweden.,0,1,FT,and,AB,0,-4.74581981668698,9.51716070655545,7.8165121245967235
animal_class,"animal_class::[""hedgehog"",""lion""]",The hedgehog is a fish.,The lion is a mammal.,0,1,FT,or,AB,1,-11.063886165962119,12.217659588339762,1.2976239653760926
sp_en_trans,"sp_en_trans::[""aceite"",""olor""]",The Spanish word 'olor' means 'fear'.,The Spanish word 'aceite' means 'son'.,0,0,FF,and,AB,0,-13.881791492857817,-12.095299784087205,0.0806845864970871
cities,"cities::[""Hachioji"",""Wanzhou""]",The city of Wanzhou is in Jordan.,The city of Hachioji is in Japan.,0,1,FT,or,BA,1,-9.435242292727716,9.198069807851804,0.5438271383133486
animal_class,"animal_class::[""bison"",""gazelle""]",The gazelle is a reptile.,The bison is a mammal.,0,1,FT,and,AB,0,-11.504315895893681,15.35446242086047,7.125909267344219
animal_class,"animal_class::[""deer"",""iguana""]",The iguana is a reptile.,The deer is a reptile.,1,0,TF,and,BA,0,16.639811050985053,-10.614595265320132,5.903982027670127
cities,"cities::[""Irkutsk"",""Vijayawada""]",The city of Irkutsk is in Kuwait.,The city of Vijayawada is in China.,0,0,FF,and,BA,0,-10.957363916854193,-14.180315119152512,4.433253320601688
animal_class,"animal_class::[""deer"",""kangaroo""]",The kangaroo is a reptile.,The deer is a reptile.,0,0,FF,or,AB,0,-9.243643812570062,-10.614595265320132,2.071413412313561
sp_en_trans,"sp_en_trans::[""pagar"",""persona""]",The Spanish word 'persona' means 'person'.,The Spanish word 'pagar' means 'to pay'.,1,1,TT,or,AB,1,6.753705534293214,11.933968137267469,3.6953507693447403
element_symb,"element_symb::[""Thallium"",""Zirconium""]",Thallium has the symbol Tl.,Zirconium has the symbol Zr.,1,1,TT,or,BA,1,7.554702429313391,8.144467253663487,5.654511660311327
cities,"cities::[""Guigang"",""Linfen""]",The city of Guigang is in China.,The city of Linfen is in Uzbekistan.,1,0,TF,or,AB,1,9.328956775452736,-11.83099862193811,4.473774611060449
sp_en_trans,"sp_en_trans::[""aceite"",""libre""]",The Spanish word 'libre' means 'soldier'.,The Spanish word 'aceite' means 'son'.,0,0,FF,or,BA,0,-14.406664295243944,-12.095299784087205,-7.689195737219622
cities,"cities::[""Leon de los Aldama"",""Nanning""]",The city of Leon de los Aldama is in the Republic of the Congo.,The city of Nanning is in China.,0,1,FT,or,AB,1,-5.833006162945514,8.446701703580702,4.225942104195546
inventors,"inventors::[""Alfred Nobel"",""Charles Fritts""]",Charles Fritts lived in Italy.,Alfred Nobel lived in Canada/the U.S.,0,0,FF,and,AB,0,-4.74581981668698,-11.236663454792806,5.116569137130771
animal_class,"animal_class::[""dolphin"",""hedgehog""]",The dolphin is a crustacean.,The hedgehog is a fish.,0,0,FF,or,BA,0,-14.89390480998068,-11.063886165962119,0.7273729641366593
element_symb,"element_symb::[""Boron"",""Manganese""]",Boron has the symbol B.,Manganese has the symbol S.,1,0,TF,or,BA,1,7.169522440798875,-10.025163297116075,-0.913610533401469
animal_class,"animal_class::[""moose"",""raccoon""]",The moose is a mammal.,The raccoon is a mammal.,1,1,TT,or,BA,1,13.244416193347224,14.464255173859497,2.560012992480136
animal_class,"animal_class::[""goat"",""parrot""]",The parrot is a bird.,The goat is a reptile.,1,0,TF,or,AB,1,10.313521010597983,-8.780468308441064,2.6666966340078595
animal_class,"animal_class::[""mongoose"",""seagull""]",The seagull is a reptile.,The mongoose is a reptile.,0,0,FF,or,BA,0,-7.817619005947789,-6.909968871764537,0.43842961711156647
animal_class,"animal_class::[""goldfish"",""kangaroo""]",The goldfish is a mollusk.,The kangaroo is a reptile.,0,0,FF,and,AB,0,-14.336839567659412,-9.243643812570062,-1.208825787942164
cities,"cities::[""Lianyungang"",""Puducherry""]",The city of Puducherry is in India.,The city of Lianyungang is in Romania.,1,0,TF,and,AB,0,12.828202924088307,-12.209796524850395,1.0359178449089015
element_symb,"element_symb::[""Beryllium"",""Iodine""]",Iodine has the symbol Y.,Beryllium has the symbol Be.,0,1,FT,and,BA,0,-13.794360318444843,6.2624851932565395,-10.109743478515012
element_symb,"element_symb::[""Cadmium"",""Cerium""]",Cadmium has the symbol Pr.,Cerium has the symbol Ce.,0,1,FT,and,AB,0,-4.812430395667464,9.750654864920756,1.311100332835907
element_symb,"element_symb::[""Radium"",""Tellurium""]",Tellurium has the symbol Zn.,Radium has the symbol Ra.,0,1,FT,and,AB,0,-10.621653194908811,5.976509727022674,-4.217580200504379
inventors,"inventors::[""Charles Francis Richter"",""John Walker""]",John Walker lived in the U.K.,Charles Francis Richter lived in the U.S.,1,1,TT,or,AB,1,8.52845362544387,5.524723438888843,6.270337593033821
animal_class,"animal_class::[""goat"",""parrot""]",The parrot is a arachnid.,The goat is a mammal.,0,1,FT,and,AB,0,-8.276444663643039,10.610033676700986,5.153107749257526
inventors,"inventors::[""Charles Francis Richter"",""Igor Tamm""]",Igor Tamm lived in Denmark.,Charles Francis Richter lived in India.,0,0,FF,and,AB,0,-11.201197609687485,-12.58175466948803,-3.4888420002536176
animal_class,"animal_class::[""horse"",""hummingbird""]",The horse is a fish.,The hummingbird is a bird.,0,1,FT,and,AB,0,-11.493553168034014,8.67650955991027,-0.25472031953490415
animal_class,"animal_class::[""lion"",""walrus""]",The walrus is a cnidarian.,The lion is a mammal.,0,1,FT,and,BA,0,-13.136104121585431,12.217659588339762,2.959332442701661
animal_class,"animal_class::[""camel"",""skunk""]",The camel is a crustacean.,The skunk is a mammal.,0,1,FT,and,BA,0,-14.717208180669639,14.860876974444972,2.142075021628738
sp_en_trans,"sp_en_trans::[""mapa"",""potencia""]",The Spanish word 'potencia' means 'shell'.,The Spanish word 'mapa' means 'to swim'.,0,0,FF,or,AB,0,-6.817915890511564,-16.024636902242747,-7.955529301024148
animal_class,"animal_class::[""cheetah"",""frog""]",The frog is a amphibian.,The cheetah is a mammal.,1,1,TT,and,BA,1,13.208539762007717,15.105505587919803,12.929046515553747
inventors,"inventors::[""Godfrey Hounsfield"",""Joseph-Armand Bombardier""]",Joseph-Armand Bombardier lived in Canada.,Godfrey Hounsfield lived in the U.K.,1,1,TT,and,BA,1,13.244207025205395,5.631088077806961,9.488182512276639
cities,"cities::[""Kunming"",""N'Djamena""]",The city of N'Djamena is in Chad.,The city of Kunming is in China.,1,1,TT,or,BA,1,9.655666848603955,11.588311963004895,6.961477438768185
inventors,"inventors::[""Ferdinand Carré"",""R. Buckminster Fuller""]",R. Buckminster Fuller lived in the U.S.,Ferdinand Carré lived in Germany/the U.S.,1,0,TF,and,AB,0,5.740375682006834,-6.0239746177715805,1.4629933634402823
inventors,"inventors::[""Fridtjof Nansen"",""Mary Walton""]",Mary Walton lived in the U.S.,Fridtjof Nansen lived in Scotland/Canada/the U.S.,1,0,TF,or,AB,1,2.5944177002794575,-13.790706072154956,-3.7348508540074423
sp_en_trans,"sp_en_trans::[""arena"",""hola""]",The Spanish word 'hola' means 'hello'.,The Spanish word 'arena' means 'sand'.,1,1,TT,and,AB,1,10.825429652808118,10.445802533163954,10.149655112925027
animal_class,"animal_class::[""cheetah"",""frog""]",The frog is a amphibian.,The cheetah is a arachnid.,1,0,TF,and,AB,0,13.208539762007717,-10.454637559487482,4.237494976309622
inventors,"inventors::[""Henry Ford"",""John Ericsson""]",Henry Ford lived in Hungary.,John Ericsson lived in Sweden.,0,1,FT,or,AB,1,-11.668991883566315,3.849224622403735,3.2416187287359666
animal_class,"animal_class::[""rabbit"",""whale""]",The whale is a amphibian.,The rabbit is a mammal.,0,1,FT,or,AB,1,-11.940645222756418,11.537853547315578,-0.6787643043824314
animal_class,"animal_class::[""dog"",""iguana""]",The dog is a mammal.,The iguana is a crustacean.,1,0,TF,and,BA,0,8.22389753939587,-12.664475379152298,4.65927044712727
sp_en_trans,"sp_en_trans::[""aceite"",""olor""]",The Spanish word 'olor' means 'fear'.,The Spanish word 'aceite' means 'son'.,0,0,FF,or,AB,0,-13.881791492857817,-12.095299784087205,-5.830631140075438
cities,"cities::[""Chisinau"",""Krakow""]",The city of Chisinau is in Poland.,The city of Krakow is in Poland.,0,1,FT,or,BA,1,-10.093087960499231,10.937920920960734,1.61164107354438
animal_class,"animal_class::[""goat"",""whale""]",The goat is a reptile.,The whale is a amphibian.,0,0,FF,and,BA,0,-8.780468308441064,-11.940645222756418,-1.1461503190322677
cities,"cities::[""Madurai"",""Nova Iguacu""]",The city of Madurai is in Yemen.,The city of Nova Iguacu is in Brazil.,0,1,FT,and,BA,0,-12.371762156147563,11.523634815542074,5.632860814119806
animal_class,"animal_class::[""lion"",""tuna""]",The lion is a cnidarian.,The tuna is a fish.,0,1,FT,and,AB,0,-14.681495675364546,9.646047933587502,2.187898767010145
element_symb,"element_symb::[""Hafnium"",""Rhenium""]",Hafnium has the symbol Hf.,Rhenium has the symbol Re.,1,1,TT,or,AB,1,6.853277581407038,9.700338709071989,1.6319819801845838
sp_en_trans,"sp_en_trans::[""mapa"",""potencia""]",The Spanish word 'potencia' means 'power'.,The Spanish word 'mapa' means 'map'.,1,1,TT,and,AB,1,8.377599865161638,9.768983104366617,9.941624838117237
sp_en_trans,"sp_en_trans::[""miedo"",""resultado""]",The Spanish word 'resultado' means 'result'.,The Spanish word 'miedo' means 'fear'.,1,1,TT,and,BA,1,10.605032646754685,10.5798484792469,8.592804318842251
inventors,"inventors::[""Candace Pert"",""Clarence Birdseye""]",Clarence Birdseye lived in Croatia.,Candace Pert lived in Germany.,0,0,FF,and,AB,0,-19.63160967367873,-10.440445477373965,7.947144627492352
element_symb,"element_symb::[""Cobalt"",""Hydrogen""]",Cobalt has the symbol H.,Hydrogen has the symbol H.,0,1,FT,or,AB,1,-17.21321053881237,6.537478078132929,-7.494637459450955
element_symb,"element_symb::[""Argon"",""Neodymium""]",Argon has the symbol Ar.,Neodymium has the symbol Nd.,1,1,TT,or,AB,1,4.710554134420207,6.010652044000585,5.566247494937348
element_symb,"element_symb::[""Bromine"",""Holmium""]",Bromine has the symbol N.,Holmium has the symbol Pd.,0,0,FF,and,BA,0,-17.175892278632382,-12.857725238759611,-5.148289458359622
inventors,"inventors::[""Carl Elsener"",""Philipp Reis""]",Carl Elsener lived in the Netherlands.,Philipp Reis lived in Germany.,0,1,FT,or,AB,1,-9.40824044655981,14.80508825997501,5.886273587909177
element_symb,"element_symb::[""Bromine"",""Holmium""]",Bromine has the symbol Br.,Holmium has the symbol Ho.,1,1,TT,and,AB,1,9.541587477457758,6.650568301371496,8.24509732864795
inventors,"inventors::[""James Murray Spangler"",""Percy Spencer""]",James Murray Spangler lived in Poland/Germany.,Percy Spencer lived in the U.S.,0,1,FT,or,AB,1,-7.9950911568468594,8.055996607971448,7.680729391631184
animal_class,"animal_class::[""chimpanzee"",""lion""]",The chimpanzee is a mammal.,The lion is a cnidarian.,1,0,TF,or,AB,1,13.857419705993575,-14.681495675364546,6.83717717609795
element_symb,"element_symb::[""Copper"",""Promethium""]",Promethium has the symbol Pm.,Copper has the symbol Cu.,1,1,TT,and,AB,1,5.453231214595489,8.986100737332958,6.9058186535357144
inventors,"inventors::[""Joseph Henry"",""Karl Benz""]",Karl Benz lived in Germany.,Joseph Henry lived in the U.S.,1,1,TT,and,BA,1,17.156525512697314,10.407438370408311,14.610416611995959
animal_class,"animal_class::[""crocodile"",""hamster""]",The crocodile is a reptile.,The hamster is a mammal.,1,1,TT,and,AB,1,10.484434236021805,12.257033982003753,10.82021323031752
sp_en_trans,"sp_en_trans::[""fuego"",""plata""]",The Spanish word 'fuego' means 'woman'.,The Spanish word 'plata' means 'silver'.,0,1,FT,and,AB,0,-13.320096059457297,7.4222783670519386,5.2207272108418445
inventors,"inventors::[""Igor Tamm"",""Whitcomb Judson""]",Whitcomb Judson lived in Sweden/the U.S.,Igor Tamm lived in Russia.,0,1,FT,or,BA,1,-1.0697624176195593,13.31970928847032,5.435503535834015
sp_en_trans,"sp_en_trans::[""ballena"",""vender""]",The Spanish word 'ballena' means 'rose'.,The Spanish word 'vender' means 'son'.,0,0,FF,and,AB,0,-13.172448410183387,-13.063472283628288,1.85198438624984
animal_class,"animal_class::[""bee"",""frog""]",The bee is a mollusk.,The frog is a bird.,0,0,FF,or,AB,0,-15.284747184753629,-11.371010902500986,1.1546492181104515
cities,"cities::[""Irbid"",""Sanaa""]",The city of Sanaa is in Niger.,The city of Irbid is in Jordan.,0,1,FT,or,AB,1,-8.007795055733565,10.044925815885696,1.669366870869072
sp_en_trans,"sp_en_trans::[""familia"",""guardar""]",The Spanish word 'familia' means 'family'.,The Spanish word 'guardar' means 'to save'.,1,1,TT,or,AB,1,9.089351554359085,8.190834524428634,0.9454721522299243
element_symb,"element_symb::[""Antimony"",""Praseodymium""]",Antimony has the symbol Ca.,Praseodymium has the symbol Pr.,0,1,FT,or,BA,1,-14.318297100268486,10.31825219223224,-4.950990524988731
sp_en_trans,"sp_en_trans::[""mapa"",""potencia""]",The Spanish word 'potencia' means 'shell'.,The Spanish word 'mapa' means 'map'.,0,1,FT,and,AB,0,-6.817915890511564,9.768983104366617,3.9375136796105004
cities,"cities::[""Algiers"",""Siping""]",The city of Algiers is in Algeria.,The city of Siping is in the United States.,1,0,TF,and,BA,0,12.734185136937644,-6.969439851501244,4.909697537978534
element_symb,"element_symb::[""Bismuth"",""Oxygen""]",Bismuth has the symbol Bi.,Oxygen has the symbol Zn.,1,0,TF,and,BA,0,10.213245517111426,-11.856706409093933,-3.1214493739086198
cities,"cities::[""Nashik"",""Santa Maria Chimalhuacan""]",The city of Nashik is in Azerbaijan.,The city of Santa Maria Chimalhuacan is in Kenya.,0,0,FF,or,AB,0,-13.153216870049787,-12.629105993652969,2.2301613778623732
cities,"cities::[""Curitiba"",""Huainan""]",The city of Huainan is in China.,The city of Curitiba is in Brazil.,1,1,TT,or,AB,1,11.836961483024691,10.322981912326687,2.836086944646323
animal_class,"animal_class::[""hummingbird"",""peacock""]",The hummingbird is a bird.,The peacock is a bird.,1,1,TT,or,AB,1,8.67650955991027,10.1570764847536,6.189779707109143
element_symb,"element_symb::[""Argon"",""Rubidium""]",Argon has the symbol Ar.,Rubidium has the symbol Rb.,1,1,TT,or,AB,1,4.710554134420207,8.320598567451745,6.237877286327966
sp_en_trans,"sp_en_trans::[""noche"",""temprano""]",The Spanish word 'temprano' means 'nothing'.,The Spanish word 'noche' means 'to write'.,0,0,FF,and,BA,0,-13.792596703965645,-15.133461014561727,-2.043678302893566
cities,"cities::[""Bursa"",""Wuzhou""]",The city of Wuzhou is in South Korea.,The city of Bursa is in Turkey.,0,1,FT,or,AB,1,-12.699953265874372,10.46837905060957,-2.86981956920347
element_symb,"element_symb::[""Cerium"",""Terbium""]",Terbium has the symbol Tb.,Cerium has the symbol Ce.,1,1,TT,or,BA,1,6.475170120771304,9.750654864920756,4.5590308456986675
cities,"cities::[""Jamshedpur"",""Zapopan""]",The city of Jamshedpur is in India.,The city of Zapopan is in Burundi.,1,0,TF,or,BA,1,8.055300999952129,-6.884430973189787,3.4707451494354045
sp_en_trans,"sp_en_trans::[""hermana"",""veinte""]",The Spanish word 'hermana' means 'ten'.,The Spanish word 'veinte' means 'shell'.,0,0,FF,or,AB,0,-11.916789249686191,-14.149217566368206,-4.763263609493126
element_symb,"element_symb::[""Lanthanum"",""Technetium""]",Lanthanum has the symbol Pr.,Technetium has the symbol Pb.,0,0,FF,or,BA,0,-6.209702654135192,-12.733563378201604,-9.090878339401238
inventors,"inventors::[""Clarence Birdseye"",""William Congreve""]",Clarence Birdseye lived in Croatia.,William Congreve lived in the U.K.,0,1,FT,or,AB,1,-19.63160967367873,6.263949597633735,2.410945254069791
element_symb,"element_symb::[""Lanthanum"",""Technetium""]",Lanthanum has the symbol Pr.,Technetium has the symbol Pb.,0,0,FF,and,BA,0,-6.209702654135192,-12.733563378201604,-7.233943782795523
animal_class,"animal_class::[""llama"",""mongoose""]",The mongoose is a mammal.,The llama is a mollusk.,1,0,TF,and,AB,0,16.988083244750488,-9.852947071549808,2.5880414110547365
cities,"cities::[""Weifang"",""Yaounde""]",The city of Weifang is in China.,The city of Yaounde is in Finland.,1,0,TF,and,BA,0,10.692852026184374,-5.9118763097787355,0.41921552695280084
element_symb,"element_symb::[""Phosphorus"",""Praseodymium""]",Phosphorus has the symbol P.,Praseodymium has the symbol I.,1,0,TF,and,BA,0,8.546951357810526,-5.426280990045159,-0.18429634818851426
sp_en_trans,"sp_en_trans::[""mar"",""pasar""]",The Spanish word 'mar' means 'to save'.,The Spanish word 'pasar' means 'map'.,0,0,FF,and,BA,0,-6.193556659289785,-15.074578160400188,-2.924203360834822
cities,"cities::[""Bhayandar"",""Yangquan""]",The city of Bhayandar is in India.,The city of Yangquan is in Mozambique.,1,0,TF,or,BA,1,10.078860492804104,-12.624566223185179,1.3400576595759253
animal_class,"animal_class::[""elephant"",""panda""]",The panda is a mammal.,The elephant is a mammal.,1,1,TT,or,BA,1,11.40734644761501,13.140458601141146,3.5178121152885398
inventors,"inventors::[""Christian Huygens"",""Hippolyte Mège-Mouriès""]",Hippolyte Mège-Mouriès lived in France.,Christian Huygens lived in the Netherlands.,1,1,TT,or,BA,1,14.751051865181882,12.77669325263075,9.586508190890473
animal_class,"animal_class::[""bison"",""pigeon""]",The bison is a mammal.,The pigeon is a bird.,1,1,TT,and,AB,1,15.35446242086047,7.870551702480418,13.04549346486332
animal_class,"animal_class::[""otter"",""penguin""]",The otter is a mammal.,The penguin is a bird.,1,1,TT,and,BA,1,13.646156963864135,10.356185574222538,11.236811265088525
element_symb,"element_symb::[""Cesium"",""Neodymium""]",Cesium has the symbol Cs.,Neodymium has the symbol Te.,1,0,TF,and,BA,0,8.917107221457277,-14.961034184918349,1.1144272026247002
cities,"cities::[""Bucharest"",""Hegang""]",The city of Hegang is in China.,The city of Bucharest is in Turkmenistan.,1,0,TF,and,AB,0,8.367121382615,-12.921248023452451,4.191019745185343
animal_class,"animal_class::[""camel"",""elephant""]",The camel is a crustacean.,The elephant is a mammal.,0,1,FT,and,BA,0,-14.717208180669639,13.140458601141146,0.5234394114360121
inventors,"inventors::[""Alan Turing"",""James Watt""]",James Watt lived in Scotland.,Alan Turing lived in the U.K.,1,1,TT,or,BA,1,9.848238864339997,5.803777351369519,4.006904409252404
