topic,entity_pair_id,conjunctA,conjunctB,ordering,cell,labelA,labelB,and_row_index,or_row_index,and_statement,or_statement,score_and,score_or,delta_OR_AND,template_diff_token_index,template_only_connective_diff
element_symb,"element_symb::[""Palladium"",""Uranium""]",Uranium has the symbol Hg.,Palladium has the symbol Pd.,AB,FT,0,1,6902,5338,Uranium has the symbol Hg and Palladium has the symbol Pd.,Uranium has the symbol Hg or Palladium has the symbol Pd.,0.1884901146057114,-2.0443066898211413,-2.2327968044268527,5,True
sp_en_trans,"sp_en_trans::[""conejo"",""sur""]",The Spanish word 'conejo' means 'rabbit'.,The Spanish word 'sur' means 'to play'.,BA,TF,1,0,7512,5340,The Spanish word 'sur' means 'to play' and the Spanish word 'conejo' means 'rabbit'.,The Spanish word 'sur' means 'to play' or the Spanish word 'conejo' means 'rabbit'.,8.088728972688774,4.715087538576764,-3.3736414341120096,7,True
inventors,"inventors::[""Linus Torvalds"",""Paul Gottlieb Nipkow""]",Linus Torvalds lived in Finland.,Paul Gottlieb Nipkow lived in Norway.,BA,TF,1,0,5344,7358,Paul Gottlieb Nipkow lived in Norway and Linus Torvalds lived in Finland.,Paul Gottlieb Nipkow lived in Norway or Linus Torvalds lived in Finland.,7.877381916164097,4.325439832599944,-3.5519420835641533,6,True
cities,"cities::[""Irkutsk"",""Vijayawada""]",The city of Irkutsk is in Kuwait.,The city of Vijayawada is in China.,BA,FF,0,0,5894,5354,The city of Vijayawada is in China and the city of Irkutsk is in Kuwait.,The city of Vijayawada is in China or the city of Irkutsk is in Kuwait.,4.433253320601688,4.340142119237959,-0.09311120136372875,7,True
inventors,"inventors::[""Sergey Brin and Larry Page"",""Willis Carrier""]",Willis Carrier lived in the U.S.,Sergey Brin and Larry Page lived in Hungary.,BA,TF,1,0,5358,5744,Sergey Brin and Larry Page lived in Hungary and Willis Carrier lived in the U.S.,Sergey Brin and Larry Page lived in Hungary or Willis Carrier lived in the U.S.,9.326353403091815,5.394271355509652,-3.9320820475821634,8,True
sp_en_trans,"sp_en_trans::[""miedo"",""resultado""]",The Spanish word 'resultado' means 'result'.,The Spanish word 'miedo' means 'fear'.,AB,TT,1,1,6576,5359,The Spanish word 'resultado' means 'result' and the Spanish word 'miedo' means 'fear'.,The Spanish word 'resultado' means 'result' or the Spanish word 'miedo' means 'fear'.,9.270393326474764,3.310399356237509,-5.959993970237255,6,True
cities,"cities::[""Khulna"",""Osaka""]",The city of Osaka is in Tajikistan.,The city of Khulna is in Bangladesh.,BA,FT,0,1,5365,5757,The city of Khulna is in Bangladesh and the city of Osaka is in Tajikistan.,The city of Khulna is in Bangladesh or the city of Osaka is in Tajikistan.,1.53981807965579,2.8279881645005656,1.2881700848447755,7,True
inventors,"inventors::[""Benjamin Holt"",""Willis Carrier""]",Benjamin Holt lived in the U.S.,Willis Carrier lived in the U.S.,BA,TT,1,1,7925,5366,Willis Carrier lived in the U.S and Benjamin Holt lived in the U.S.,Willis Carrier lived in the U.S or Benjamin Holt lived in the U.S.,12.038824679793589,1.371220474809495,-10.667604204984094,6,True
element_symb,"element_symb::[""Chromium"",""Selenium""]",Selenium has the symbol Se.,Chromium has the symbol Cr.,AB,TT,1,1,7145,5370,Selenium has the symbol Se and Chromium has the symbol Cr.,Selenium has the symbol Se or Chromium has the symbol Cr.,6.973634962896476,6.473121562505183,-0.5005134003912932,5,True
sp_en_trans,"sp_en_trans::[""oscuro"",""primero""]",The Spanish word 'oscuro' means 'to see'.,The Spanish word 'primero' means 'to multiply'.,BA,FF,0,0,6141,5371,The Spanish word 'primero' means 'to multiply' and the Spanish word 'oscuro' means 'to see'.,The Spanish word 'primero' means 'to multiply' or the Spanish word 'oscuro' means 'to see'.,-0.0651911823326916,-7.65221380342574,-7.587022621093048,7,True
element_symb,"element_symb::[""Argon"",""Beryllium""]",Argon has the symbol Pr.,Beryllium has the symbol Be.,BA,FT,0,1,7480,5375,Beryllium has the symbol Be and Argon has the symbol Pr.,Beryllium has the symbol Be or Argon has the symbol Pr.,-1.938231918213658,-7.794594996162777,-5.856363077949119,5,True
sp_en_trans,"sp_en_trans::[""caliente"",""conectar""]",The Spanish word 'conectar' means 'to sell'.,The Spanish word 'caliente' means 'corner'.,AB,FF,0,0,5378,6707,The Spanish word 'conectar' means 'to sell' and the Spanish word 'caliente' means 'corner'.,The Spanish word 'conectar' means 'to sell' or the Spanish word 'caliente' means 'corner'.,-2.1934627035631262,-5.175567942627074,-2.982105239063948,7,True
element_symb,"element_symb::[""Phosphorus"",""Praseodymium""]",Phosphorus has the symbol Se.,Praseodymium has the symbol Pr.,BA,FT,0,1,5385,7076,Praseodymium has the symbol Pr and Phosphorus has the symbol Se.,Praseodymium has the symbol Pr or Phosphorus has the symbol Se.,-2.3052696854862784,-1.316104879417125,0.9891648060691534,5,True
sp_en_trans,"sp_en_trans::[""abrigo"",""roca""]",The Spanish word 'abrigo' means 'to eat'.,The Spanish word 'roca' means 'rock'.,AB,FT,0,1,5392,7724,The Spanish word 'abrigo' means 'to eat' and the Spanish word 'roca' means 'rock'.,The Spanish word 'abrigo' means 'to eat' or the Spanish word 'roca' means 'rock'.,0.047257092030204,-4.135590219960864,-4.182847311991068,7,True
cities,"cities::[""Orenburg"",""Quetta""]",The city of Orenburg is in Latvia.,The city of Quetta is in Senegal.,AB,FF,0,0,5485,5396,The city of Orenburg is in Latvia and the city of Quetta is in Senegal.,The city of Orenburg is in Latvia or the city of Quetta is in Senegal.,-1.2226756163912142,3.694065151275068,4.916740767666282,7,True
sp_en_trans,"sp_en_trans::[""parte"",""piedra""]",The Spanish word 'piedra' means 'mouth'.,The Spanish word 'parte' means 'part'.,BA,FT,0,1,5398,7282,The Spanish word 'parte' means 'part' and the Spanish word 'piedra' means 'mouth'.,The Spanish word 'parte' means 'part' or the Spanish word 'piedra' means 'mouth'.,-2.567353819149849,-8.038283462194782,-5.470929643044933,6,True
animal_class,"animal_class::[""panda"",""salmon""]",The panda is a bird.,The salmon is a fish.,AB,FT,0,1,5405,7981,The panda is a bird and the salmon is a fish.,The panda is a bird or the salmon is a fish.,-1.7908072445702563,-2.362185714063676,-0.5713784694934196,5,True
inventors,"inventors::[""Clarence Birdseye"",""William Congreve""]",Clarence Birdseye lived in Croatia.,William Congreve lived in Italy.,BA,FF,0,0,7629,5407,William Congreve lived in Italy and Clarence Birdseye lived in Croatia.,William Congreve lived in Italy or Clarence Birdseye lived in Croatia.,1.253666966770762,2.6902549538453755,1.4365879870746134,5,True
inventors,"inventors::[""Narinder Singh Kapany"",""Sir Sandford Fleming""]",Sir Sandford Fleming lived in Austria/the U.S.,Narinder Singh Kapany lived in India.,AB,FT,0,1,5408,6457,Sir Sandford Fleming lived in Austria/the U.S and Narinder Singh Kapany lived in India.,Sir Sandford Fleming lived in Austria/the U.S or Narinder Singh Kapany lived in India.,3.676533126814991,-0.1690180789920177,-3.8455512058070087,7,True
sp_en_trans,"sp_en_trans::[""caliente"",""fuego""]",The Spanish word 'caliente' means 'corner'.,The Spanish word 'fuego' means 'fire'.,BA,FT,0,1,7333,5409,The Spanish word 'fuego' means 'fire' and the Spanish word 'caliente' means 'corner'.,The Spanish word 'fuego' means 'fire' or the Spanish word 'caliente' means 'corner'.,0.3082214820768048,-5.200861597332258,-5.509083079409063,6,True
animal_class,"animal_class::[""cheetah"",""dolphin""]",The dolphin is a crustacean.,The cheetah is a arachnid.,AB,FF,0,0,7784,5411,The dolphin is a crustacean and the cheetah is a arachnid.,The dolphin is a crustacean or the cheetah is a arachnid.,0.4692780584393539,-0.2861528831338393,-0.7554309415731932,5,True
element_symb,"element_symb::[""Cerium"",""Terbium""]",Terbium has the symbol Tb.,Cerium has the symbol Ce.,BA,TT,1,1,5414,5964,Cerium has the symbol Ce and Terbium has the symbol Tb.,Cerium has the symbol Ce or Terbium has the symbol Tb.,6.070171706199087,4.5590308456986675,-1.5111408605004195,5,True
element_symb,"element_symb::[""Carbon"",""Erbium""]",Carbon has the symbol C.,Erbium has the symbol Er.,AB,TT,1,1,7795,5417,Carbon has the symbol C and Erbium has the symbol Er.,Carbon has the symbol C or Erbium has the symbol Er.,7.038555832363305,8.14537823437818,1.106822402014875,5,True
inventors,"inventors::[""Daniel Fahrenheit"",""Jean-Bernard-Léon Foucault""]",Daniel Fahrenheit lived in Poland/Germany.,Jean-Bernard-Léon Foucault lived in France.,AB,TT,1,1,6467,5418,Daniel Fahrenheit lived in Poland/Germany and Jean-Bernard-Léon Foucault lived in France.,Daniel Fahrenheit lived in Poland/Germany or Jean-Bernard-Léon Foucault lived in France.,7.09415018156344,4.326633816113723,-2.7675163654497164,5,True
cities,"cities::[""Weifang"",""Yaounde""]",The city of Weifang is in Mozambique.,The city of Yaounde is in Cameroon.,AB,FT,0,1,7808,5419,The city of Weifang is in Mozambique and the city of Yaounde is in Cameroon.,The city of Weifang is in Mozambique or the city of Yaounde is in Cameroon.,-0.4762098069095479,1.616037606640747,2.092247413550295,7,True
element_symb,"element_symb::[""Iron"",""Thulium""]",Thulium has the symbol Mg.,Iron has the symbol Fe.,BA,FT,0,1,5421,6659,Iron has the symbol Fe and Thulium has the symbol Mg.,Iron has the symbol Fe or Thulium has the symbol Mg.,-2.1328719699598064,-8.654455008744547,-6.52158303878474,5,True
cities,"cities::[""Madurai"",""Nova Iguacu""]",The city of Madurai is in Yemen.,The city of Nova Iguacu is in Brazil.,BA,FT,0,1,5932,5422,The city of Nova Iguacu is in Brazil and the city of Madurai is in Yemen.,The city of Nova Iguacu is in Brazil or the city of Madurai is in Yemen.,5.632860814119806,1.3774123924675648,-4.2554484216522415,8,True
sp_en_trans,"sp_en_trans::[""enviar"",""hombro""]",The Spanish word 'hombro' means 'map'.,The Spanish word 'enviar' means 'to send'.,BA,FT,0,1,6183,5424,The Spanish word 'enviar' means 'to send' and the Spanish word 'hombro' means 'map'.,The Spanish word 'enviar' means 'to send' or the Spanish word 'hombro' means 'map'.,-2.2907864710255748,-4.296175161051806,-2.0053886900262317,7,True
animal_class,"animal_class::[""walrus"",""zebra""]",The walrus is a cnidarian.,The zebra is a mammal.,AB,FT,0,1,5603,5428,The walrus is a cnidarian and the zebra is a mammal.,The walrus is a cnidarian or the zebra is a mammal.,2.223846310317543,4.808657688991297,2.584811378673754,5,True
inventors,"inventors::[""Alan Turing"",""James Watt""]",James Watt lived in Scotland.,Alan Turing lived in the U.K.,BA,TT,1,1,5429,5982,Alan Turing lived in the U.K and James Watt lived in Scotland.,Alan Turing lived in the U.K or James Watt lived in Scotland.,6.293971294168244,4.006904409252404,-2.2870668849158404,6,True
cities,"cities::[""Indianapolis"",""San Miguel de Tucuman""]",The city of San Miguel de Tucuman is in Finland.,The city of Indianapolis is in Egypt.,AB,FF,0,0,5431,6407,The city of San Miguel de Tucuman is in Finland and the city of Indianapolis is in Egypt.,The city of San Miguel de Tucuman is in Finland or the city of Indianapolis is in Egypt.,-2.368390541921622,3.7778273206339423,6.146217862555565,10,True
animal_class,"animal_class::[""chimpanzee"",""moose""]",The moose is a reptile.,The chimpanzee is a mammal.,BA,FT,0,1,7593,5433,The chimpanzee is a mammal and the moose is a reptile.,The chimpanzee is a mammal or the moose is a reptile.,0.5548633334876101,3.7429092430234174,3.1880459095358074,5,True
element_symb,"element_symb::[""Europium"",""Platinum""]",Platinum has the symbol Pt.,Europium has the symbol Eu.,AB,TT,1,1,7817,5435,Platinum has the symbol Pt and Europium has the symbol Eu.,Platinum has the symbol Pt or Europium has the symbol Eu.,9.915174009744907,4.709365201294693,-5.2058088084502145,5,True
sp_en_trans,"sp_en_trans::[""coche"",""hueso""]",The Spanish word 'coche' means 'month'.,The Spanish word 'hueso' means 'bone'.,BA,FT,0,1,7764,5439,The Spanish word 'hueso' means 'bone' and the Spanish word 'coche' means 'month'.,The Spanish word 'hueso' means 'bone' or the Spanish word 'coche' means 'month'.,-0.8703967120282865,-6.410291617096194,-5.539894905067907,6,True
cities,"cities::[""Algiers"",""Cochin""]",The city of Cochin is in India.,The city of Algiers is in Lithuania.,AB,TF,1,0,6097,5440,The city of Cochin is in India and the city of Algiers is in Lithuania.,The city of Cochin is in India or the city of Algiers is in Lithuania.,4.351107810620061,4.080032311289176,-0.2710754993308848,7,True
inventors,"inventors::[""Charles Babbage"",""James Watt""]",James Watt lived in Scotland.,Charles Babbage lived in the U.S.,BA,TF,1,0,6416,5445,Charles Babbage lived in the U.S and James Watt lived in Scotland.,Charles Babbage lived in the U.S or James Watt lived in Scotland.,-0.0070281123891664,0.6828335246544146,0.689861637043581,6,True
sp_en_trans,"sp_en_trans::[""caliente"",""conectar""]",The Spanish word 'conectar' means 'to sell'.,The Spanish word 'caliente' means 'hot'.,AB,FT,0,1,7198,5447,The Spanish word 'conectar' means 'to sell' and the Spanish word 'caliente' means 'hot'.,The Spanish word 'conectar' means 'to sell' or the Spanish word 'caliente' means 'hot'.,-0.169688506613177,-1.577402732430599,-1.407714225817422,7,True
cities,"cities::[""Rio de Janeiro"",""Zhabei""]",The city of Rio de Janeiro is in Brazil.,The city of Zhabei is in Mali.,BA,TF,1,0,5449,6281,The city of Zhabei is in Mali and the city of Rio de Janeiro is in Brazil.,The city of Zhabei is in Mali or the city of Rio de Janeiro is in Brazil.,7.747140489293505,2.043335076525036,-5.703805412768469,7,True
inventors,"inventors::[""David Edward Hughes"",""Wallace Carothers""]",David Edward Hughes lived in Germany/the U.S.,Wallace Carothers lived in China.,BA,FF,0,0,7029,5453,Wallace Carothers lived in China and David Edward Hughes lived in Germany/the U.S.,Wallace Carothers lived in China or David Edward Hughes lived in Germany/the U.S.,4.482651606452904,3.0239704116015034,-1.4586811948514002,5,True
inventors,"inventors::[""Daniel Fahrenheit"",""Otis Boykin""]",Daniel Fahrenheit lived in Canada/the U.S.,Otis Boykin lived in the U.S.,BA,FT,0,1,7383,5456,Otis Boykin lived in the U.S and Daniel Fahrenheit lived in Canada/the U.S.,Otis Boykin lived in the U.S or Daniel Fahrenheit lived in Canada/the U.S.,3.16668550976246,2.2058401566195203,-0.9608453531429397,6,True
inventors,"inventors::[""Hans Geiger"",""James Starley""]",James Starley lived in Austria/the U.S.,Hans Geiger lived in Germany.,BA,FT,0,1,5461,7708,Hans Geiger lived in Germany and James Starley lived in Austria/the U.S.,Hans Geiger lived in Germany or James Starley lived in Austria/the U.S.,5.541130620991997,1.2380472348412468,-4.3030833861507505,5,True
inventors,"inventors::[""Ami Argand"",""Leonardo da Vinci""]",Ami Argand lived in Switzerland.,Leonardo da Vinci lived in Sweden/the U.S.,BA,TF,1,0,5463,7616,Leonardo da Vinci lived in Sweden/the U.S and Ami Argand lived in Switzerland.,Leonardo da Vinci lived in Sweden/the U.S or Ami Argand lived in Switzerland.,-0.3900948266321524,-0.6527533955587792,-0.2626585689266268,7,True
animal_class,"animal_class::[""horse"",""hummingbird""]",The horse is a mammal.,The hummingbird is a crustacean.,BA,TF,1,0,6180,5466,The hummingbird is a crustacean and the horse is a mammal.,The hummingbird is a crustacean or the horse is a mammal.,6.55212030633218,1.415768603285768,-5.136351703046412,5,True
element_symb,"element_symb::[""Neon"",""Xenon""]",Xenon has the symbol Hf.,Neon has the symbol B.,AB,FF,0,0,5470,7082,Xenon has the symbol Hf and Neon has the symbol B.,Xenon has the symbol Hf or Neon has the symbol B.,-8.16657354130412,-10.430035929905973,-2.2634623886018534,5,True
inventors,"inventors::[""Hans von Ohain"",""Reginald Fessenden""]",Reginald Fessenden lived in Sweden.,Hans von Ohain lived in England.,BA,FF,0,0,5473,6147,Hans von Ohain lived in England and Reginald Fessenden lived in Sweden.,Hans von Ohain lived in England or Reginald Fessenden lived in Sweden.,2.6919303044024083,3.708673456375421,1.0167431519730128,6,True
inventors,"inventors::[""Robert Chesebrough"",""Vint Cerf""]",Robert Chesebrough lived in the U.S.,Vint Cerf lived in the U.S.,BA,TT,1,1,5474,6482,Vint Cerf lived in the U.S and Robert Chesebrough lived in the U.S.,Vint Cerf lived in the U.S or Robert Chesebrough lived in the U.S.,12.136932937253349,3.3493509044083423,-8.787582032845005,6,True
sp_en_trans,"sp_en_trans::[""nada"",""sol""]",The Spanish word 'sol' means 'sun'.,The Spanish word 'nada' means 'nothing'.,BA,TT,1,1,5491,7792,The Spanish word 'nada' means 'nothing' and the Spanish word 'sol' means 'sun'.,The Spanish word 'nada' means 'nothing' or the Spanish word 'sol' means 'sun'.,8.177027905108588,4.315988441434321,-3.861039463674267,6,True
