statement,topic,n,condition,n_true,n_false,compound_label,conjuncts,labels
The pigeon is a amphibian and the deer is a reptile and the elephant is a crustacean and the bee is a mollusk and the tarantula is a bird and the leopard is a cnidarian.,animal_class,6,all_false,0,6,0,"[""The pigeon is a amphibian."", ""The deer is a reptile."", ""The elephant is a crustacean."", ""The bee is a mollusk."", ""The tarantula is a bird."", ""The leopard is a cnidarian.""]","[0, 0, 0, 0, 0, 0]"
Magnesium has the symbol Mg and Strontium has the symbol Sr and Nitrogen has the symbol Np.,element_symb,3,dilute_1false,2,1,0,"[""Magnesium has the symbol Mg."", ""Strontium has the symbol Sr."", ""Nitrogen has the symbol Np.""]","[1, 1, 0]"
Nitrogen has the symbol Np and Radium has the symbol Pr.,element_symb,2,all_false,0,2,0,"[""Nitrogen has the symbol Np."", ""Radium has the symbol Pr.""]","[0, 0]"
Terbium has the symbol Tb and Magnesium has the symbol Mg and Iodine has the symbol I and Chlorine has the symbol Cl.,element_symb,4,all_true,4,0,1,"[""Terbium has the symbol Tb."", ""Magnesium has the symbol Mg."", ""Iodine has the symbol I."", ""Chlorine has the symbol Cl.""]","[1, 1, 1, 1]"
Protactinium has the symbol Eu and Iridium has the symbol Ru and Francium has the symbol Se and Manganese has the symbol S and Krypton has the symbol Zr and Nickel has the symbol Os.,element_symb,6,all_false,0,6,0,"[""Protactinium has the symbol Eu."", ""Iridium has the symbol Ru."", ""Francium has the symbol Se."", ""Manganese has the symbol S."", ""Krypton has the symbol Zr."", ""Nickel has the symbol Os.""]","[0, 0, 0, 0, 0, 0]"
Mercury has the symbol Hg and Rhodium has the symbol Lu.,element_symb,2,dilute_1false,1,1,0,"[""Mercury has the symbol Hg."", ""Rhodium has the symbol Lu.""]","[1, 0]"
Praseodymium has the symbol Pr and Tellurium has the symbol Te and Yttrium has the symbol Y.,element_symb,3,all_true,3,0,1,"[""Praseodymium has the symbol Pr."", ""Tellurium has the symbol Te."", ""Yttrium has the symbol Y.""]","[1, 1, 1]"
Strontium has the symbol I and Selenium has the symbol Po and Fluorine has the symbol Pt and Praseodymium has the symbol I.,element_symb,4,all_false,0,4,0,"[""Strontium has the symbol I."", ""Selenium has the symbol Po."", ""Fluorine has the symbol Pt."", ""Praseodymium has the symbol I.""]","[0, 0, 0, 0]"
Tantalum has the symbol La and Tellurium has the symbol Te and Bismuth has the symbol Bi and Silver has the symbol Ag and Tin has the symbol Sn and Radon has the symbol Rn.,element_symb,6,dilute_1false,5,1,0,"[""Tantalum has the symbol La."", ""Tellurium has the symbol Te."", ""Bismuth has the symbol Bi."", ""Silver has the symbol Ag."", ""Tin has the symbol Sn."", ""Radon has the symbol Rn.""]","[0, 1, 1, 1, 1, 1]"
The Spanish word 'ruido' means 'school' and the Spanish word 'norte' means 'to multiply'.,sp_en_trans,2,all_false,0,2,0,"[""The Spanish word 'ruido' means 'school'."", ""The Spanish word 'norte' means 'to multiply'.""]","[0, 0]"
The city of Albuquerque is in the United States and the city of Theni is in India and the city of Zapopan is in Burundi.,cities,3,dilute_1false,2,1,0,"[""The city of Albuquerque is in the United States."", ""The city of Theni is in India."", ""The city of Zapopan is in Burundi.""]","[1, 1, 0]"
The Spanish word 'presente' means 'present' and the Spanish word 'mar' means 'sea' and the Spanish word 'rosa' means 'rose' and the Spanish word 'norte' means 'north'.,sp_en_trans,4,all_true,4,0,1,"[""The Spanish word 'presente' means 'present'."", ""The Spanish word 'mar' means 'sea'."", ""The Spanish word 'rosa' means 'rose'."", ""The Spanish word 'norte' means 'north'.""]","[1, 1, 1, 1]"
Rhenium has the symbol Re and Cadmium has the symbol Cd and Lanthanum has the symbol La.,element_symb,3,all_true,3,0,1,"[""Rhenium has the symbol Re."", ""Cadmium has the symbol Cd."", ""Lanthanum has the symbol La.""]","[1, 1, 1]"
Yvonne Brill lived in Poland/France and Luther George Simjian lived in Turkey/the U.S and Alan Turing lived in the U.K.,inventors,3,dilute_1false,2,1,0,"[""Yvonne Brill lived in Poland/France."", ""Luther George Simjian lived in Turkey/the U.S."", ""Alan Turing lived in the U.K.""]","[0, 1, 1]"
Charles Goodyear lived in the U.S and Hedy Lamarr lived in Austria/the U.S and Alexander Graham Bell lived in Scotland/Canada/the U.S.,inventors,3,all_true,3,0,1,"[""Charles Goodyear lived in the U.S."", ""Hedy Lamarr lived in Austria/the U.S."", ""Alexander Graham Bell lived in Scotland/Canada/the U.S.""]","[1, 1, 1]"
Whitcomb Judson lived in Sweden/the U.S and John Logie Baird lived in Scotland and Samuel Morse lived in the U.S.,inventors,3,dilute_1false,2,1,0,"[""Whitcomb Judson lived in Sweden/the U.S."", ""John Logie Baird lived in Scotland."", ""Samuel Morse lived in the U.S.""]","[0, 1, 1]"
Protactinium has the symbol Eu and Niobium has the symbol Fr and Beryllium has the symbol V and Xenon has the symbol Hf and Sodium has the symbol N and Fluorine has the symbol Pt.,element_symb,6,all_false,0,6,0,"[""Protactinium has the symbol Eu."", ""Niobium has the symbol Fr."", ""Beryllium has the symbol V."", ""Xenon has the symbol Hf."", ""Sodium has the symbol N."", ""Fluorine has the symbol Pt.""]","[0, 0, 0, 0, 0, 0]"
The city of Sambhaji Nagar is in India and the city of Basrah is in Iraq and the city of Taiz is in Yemen and the city of Anyang is in China.,cities,4,all_true,4,0,1,"[""The city of Sambhaji Nagar is in India."", ""The city of Basrah is in Iraq."", ""The city of Taiz is in Yemen."", ""The city of Anyang is in China.""]","[1, 1, 1, 1]"
The raccoon is a bird and the chicken is a mammal and the snake is a mammal and the rat is a arachnid and the deer is a reptile and the dolphin is a crustacean.,animal_class,6,all_false,0,6,0,"[""The raccoon is a bird."", ""The chicken is a mammal."", ""The snake is a mammal."", ""The rat is a arachnid."", ""The deer is a reptile."", ""The dolphin is a crustacean.""]","[0, 0, 0, 0, 0, 0]"
The llama is a mammal and the mongoose is a mammal and the eagle is a bird and the gorilla is a reptile.,animal_class,4,dilute_1false,3,1,0,"[""The llama is a mammal."", ""The mongoose is a mammal."", ""The eagle is a bird."", ""The gorilla is a reptile.""]","[1, 1, 1, 0]"
Cobalt has the symbol H and Silver has the symbol Fe and Nitrogen has the symbol Np.,element_symb,3,all_false,0,3,0,"[""Cobalt has the symbol H."", ""Silver has the symbol Fe."", ""Nitrogen has the symbol Np.""]","[0, 0, 0]"
Charles Goodyear lived in the U.S and Chester Carlson lived in Poland/Germany and Candace Pert lived in the U.S and Johannes Gutenberg lived in Germany and Ferdinand Carré lived in France and Edmund Cartwright lived in the U.K.,inventors,6,dilute_1false,5,1,0,"[""Charles Goodyear lived in the U.S."", ""Chester Carlson lived in Poland/Germany."", ""Candace Pert lived in the U.S."", ""Johannes Gutenberg lived in Germany."", ""Ferdinand Carr\u00e9 lived in France."", ""Edmund Cartwright lived in the U.K.""]","[1, 0, 1, 1, 1, 1]"
The armadillo is a mammal and the goldfish is a fish and the dolphin is a mammal and the beaver is a mammal and the leopard is a cnidarian and the chicken is a bird.,animal_class,6,dilute_1false,5,1,0,"[""The armadillo is a mammal."", ""The goldfish is a fish."", ""The dolphin is a mammal."", ""The beaver is a mammal."", ""The leopard is a cnidarian."", ""The chicken is a bird.""]","[1, 1, 1, 1, 0, 1]"
Maria Telkes lived in Hungary/the U.S and Semyon Kirlian lived in Russia and Henry Bessemer lived in the U.K and Edouard Benedictus lived in France.,inventors,4,all_true,4,0,1,"[""Maria Telkes lived in Hungary/the U.S."", ""Semyon Kirlian lived in Russia."", ""Henry Bessemer lived in the U.K."", ""Edouard Benedictus lived in France.""]","[1, 1, 1, 1]"
The city of Moradabad is in India and the city of Guangzhou is in China and the city of Omdurman is in Sudan and the city of Pontianak is in Indonesia and the city of Nanchong is in China and the city of Marrakesh is in Morocco.,cities,6,all_true,6,0,1,"[""The city of Moradabad is in India."", ""The city of Guangzhou is in China."", ""The city of Omdurman is in Sudan."", ""The city of Pontianak is in Indonesia."", ""The city of Nanchong is in China."", ""The city of Marrakesh is in Morocco.""]","[1, 1, 1, 1, 1, 1]"
The cat is a mammal and the slug is a mammal and the hamster is a mammal and the snake is a reptile.,animal_class,4,dilute_1false,3,1,0,"[""The cat is a mammal."", ""The slug is a mammal."", ""The hamster is a mammal."", ""The snake is a reptile.""]","[1, 0, 1, 1]"
The alpaca is a mammal and the parrot is a bird and the zebra is a mammal and the tiger is a mammal.,animal_class,4,all_true,4,0,1,"[""The alpaca is a mammal."", ""The parrot is a bird."", ""The zebra is a mammal."", ""The tiger is a mammal.""]","[1, 1, 1, 1]"
Indium has the symbol Mo and Ruthenium has the symbol Ru.,element_symb,2,dilute_1false,1,1,0,"[""Indium has the symbol Mo."", ""Ruthenium has the symbol Ru.""]","[0, 1]"
Ferdinand von Zeppelin lived in Ancient Greece and Michael Faraday lived in Croatia and Christopher Cockerell lived in Croatia and Philo Taylor Farnsworth lived in Japan and Charles Fritts lived in Italy and Hans von Ohain lived in England.,inventors,6,all_false,0,6,0,"[""Ferdinand von Zeppelin lived in Ancient Greece."", ""Michael Faraday lived in Croatia."", ""Christopher Cockerell lived in Croatia."", ""Philo Taylor Farnsworth lived in Japan."", ""Charles Fritts lived in Italy."", ""Hans von Ohain lived in England.""]","[0, 0, 0, 0, 0, 0]"
The koala is a reptile and the flamingo is a bird and the cassowary is a bird.,animal_class,3,dilute_1false,2,1,0,"[""The koala is a reptile."", ""The flamingo is a bird."", ""The cassowary is a bird.""]","[0, 1, 1]"
The hedgehog is a mammal and the armadillo is a mammal and the seagull is a reptile and the otter is a mammal and the aardvark is a mammal and the snake is a reptile.,animal_class,6,dilute_1false,5,1,0,"[""The hedgehog is a mammal."", ""The armadillo is a mammal."", ""The seagull is a reptile."", ""The otter is a mammal."", ""The aardvark is a mammal."", ""The snake is a reptile.""]","[1, 1, 0, 1, 1, 1]"
The city of Huizhou is in Senegal and the city of Yaounde is in Finland and the city of Banjarmasin is in Benin and the city of Bengbu is in Haiti and the city of Oyo is in the Dominican Republic and the city of Seongnam-si is in Pakistan.,cities,6,all_false,0,6,0,"[""The city of Huizhou is in Senegal."", ""The city of Yaounde is in Finland."", ""The city of Banjarmasin is in Benin."", ""The city of Bengbu is in Haiti."", ""The city of Oyo is in the Dominican Republic."", ""The city of Seongnam-si is in Pakistan.""]","[0, 0, 0, 0, 0, 0]"
The axolotl is a fish and the iguana is a crustacean.,animal_class,2,all_false,0,2,0,"[""The axolotl is a fish."", ""The iguana is a crustacean.""]","[0, 0]"
The wolverine is a mammal and the tarantula is a bird.,animal_class,2,dilute_1false,1,1,0,"[""The wolverine is a mammal."", ""The tarantula is a bird.""]","[1, 0]"
The city of Nay Pyi Taw is in Myanmar and the city of Copenhagen is in Denmark and the city of Ufa is in Italy.,cities,3,dilute_1false,2,1,0,"[""The city of Nay Pyi Taw is in Myanmar."", ""The city of Copenhagen is in Denmark."", ""The city of Ufa is in Italy.""]","[1, 1, 0]"
The city of Saint Petersburg is in Russia and the city of Nasiriyah is in Iraq.,cities,2,all_true,2,0,1,"[""The city of Saint Petersburg is in Russia."", ""The city of Nasiriyah is in Iraq.""]","[1, 1]"
The city of Benin City is in Nigeria and the city of Hwaseong-si is in South Korea and the city of Zhangjiagang is in China and the city of Bandar Lampung is in Indonesia and the city of Bursa is in Turkey and the city of Pekanbaru is in Indonesia.,cities,6,all_true,6,0,1,"[""The city of Benin City is in Nigeria."", ""The city of Hwaseong-si is in South Korea."", ""The city of Zhangjiagang is in China."", ""The city of Bandar Lampung is in Indonesia."", ""The city of Bursa is in Turkey."", ""The city of Pekanbaru is in Indonesia.""]","[1, 1, 1, 1, 1, 1]"
Argon has the symbol Ar and Helium has the symbol He and Cesium has the symbol Cs.,element_symb,3,all_true,3,0,1,"[""Argon has the symbol Ar."", ""Helium has the symbol He."", ""Cesium has the symbol Cs.""]","[1, 1, 1]"
Radon has the symbol Rn and Chlorine has the symbol Pt.,element_symb,2,dilute_1false,1,1,0,"[""Radon has the symbol Rn."", ""Chlorine has the symbol Pt.""]","[1, 0]"
The city of Shenyang is in Pakistan and the city of Seattle is in Australia and the city of Calgary is in Moldova.,cities,3,all_false,0,3,0,"[""The city of Shenyang is in Pakistan."", ""The city of Seattle is in Australia."", ""The city of Calgary is in Moldova.""]","[0, 0, 0]"
The city of New Kingston is in the Republic of the Congo and the city of Taiz is in Uzbekistan and the city of Panzhihua is in Italy and the city of Maracaibo is in Indonesia.,cities,4,all_false,0,4,0,"[""The city of New Kingston is in the Republic of the Congo."", ""The city of Taiz is in Uzbekistan."", ""The city of Panzhihua is in Italy."", ""The city of Maracaibo is in Indonesia.""]","[0, 0, 0, 0]"
The panda is a mammal and the narwhal is a mammal and the cheetah is a arachnid and the hedgehog is a mammal and the rhinoceros is a mammal and the swan is a bird.,animal_class,6,dilute_1false,5,1,0,"[""The panda is a mammal."", ""The narwhal is a mammal."", ""The cheetah is a arachnid."", ""The hedgehog is a mammal."", ""The rhinoceros is a mammal."", ""The swan is a bird.""]","[1, 1, 0, 1, 1, 1]"
The city of Gwalior is in India and the city of Sao Paulo is in Brazil and the city of Bengaluru is in India and the city of Abeokuta is in Nigeria and the city of Tyumen is in Russia and the city of Mazar-e Sharif is in Afghanistan.,cities,6,all_true,6,0,1,"[""The city of Gwalior is in India."", ""The city of Sao Paulo is in Brazil."", ""The city of Bengaluru is in India."", ""The city of Abeokuta is in Nigeria."", ""The city of Tyumen is in Russia."", ""The city of Mazar-e Sharif is in Afghanistan.""]","[1, 1, 1, 1, 1, 1]"
The Spanish word 'hijo' means 'son' and the Spanish word 'estrella' means 'star'.,sp_en_trans,2,all_true,2,0,1,"[""The Spanish word 'hijo' means 'son'."", ""The Spanish word 'estrella' means 'star'.""]","[1, 1]"
The city of Chaozhou is in Japan and the city of Tucson is in Armenia.,cities,2,all_false,0,2,0,"[""The city of Chaozhou is in Japan."", ""The city of Tucson is in Armenia.""]","[0, 0]"
George de Mestral lived in Poland/France and Carl Wilhelm Siemens lived in Ancient Greece and Ami Argand lived in China.,inventors,3,all_false,0,3,0,"[""George de Mestral lived in Poland/France."", ""Carl Wilhelm Siemens lived in Ancient Greece."", ""Ami Argand lived in China.""]","[0, 0, 0]"
Christopher Cockerell lived in Croatia and Eugene Polley lived in Ancient Greece.,inventors,2,all_false,0,2,0,"[""Christopher Cockerell lived in Croatia."", ""Eugene Polley lived in Ancient Greece.""]","[0, 0]"
The Spanish word 'uno' means 'mouth' and the Spanish word 'ola' means 'class'.,sp_en_trans,2,all_false,0,2,0,"[""The Spanish word 'uno' means 'mouth'."", ""The Spanish word 'ola' means 'class'.""]","[0, 0]"
The Spanish word 'fuego' means 'woman' and the Spanish word 'viento' means 'industry' and the Spanish word 'cabeza' means 'south' and the Spanish word 'hueso' means 'to eat' and the Spanish word 'sonrisa' means 'stone' and the Spanish word 'estrella' means 'wing'.,sp_en_trans,6,all_false,0,6,0,"[""The Spanish word 'fuego' means 'woman'."", ""The Spanish word 'viento' means 'industry'."", ""The Spanish word 'cabeza' means 'south'."", ""The Spanish word 'hueso' means 'to eat'."", ""The Spanish word 'sonrisa' means 'stone'."", ""The Spanish word 'estrella' means 'wing'.""]","[0, 0, 0, 0, 0, 0]"
The city of Al Ahmadi is in Moldova and the city of Warangal is in India and the city of Chennai is in India and the city of Meerut is in India.,cities,4,dilute_1false,3,1,0,"[""The city of Al Ahmadi is in Moldova."", ""The city of Warangal is in India."", ""The city of Chennai is in India."", ""The city of Meerut is in India.""]","[0, 1, 1, 1]"
The whale is a amphibian and the tiger is a amphibian and the beaver is a bird and the iguana is a crustacean and the porcupine is a bird and the wolverine is a cnidarian.,animal_class,6,all_false,0,6,0,"[""The whale is a amphibian."", ""The tiger is a amphibian."", ""The beaver is a bird."", ""The iguana is a crustacean."", ""The porcupine is a bird."", ""The wolverine is a cnidarian.""]","[0, 0, 0, 0, 0, 0]"
