statement,topic,truth_label,entity,dedup_identity,source_r1_row_indices,source_r1_conjunct_refs,n_r1_rows,n_r1_conjunct_occurrences,absence_reason
The Spanish word 'guardar' means 'to pass'.,sp_en_trans,0,guardar,sp_en_trans::The Spanish word 'guardar' means 'to pass'.,"[557, 588, 974, 1033, 1317, 1322, 2015, 2432, 3411, 3484, 3715, 3796, 4001, 4042, 4158, 4406, 4488, 4925, 6290, 6348, 6358, 6417, 6571, 6948]","[""557:B"", ""588:B"", ""974:B"", ""1033:B"", ""1317:B"", ""1322:B"", ""2015:B"", ""2432:B"", ""3411:B"", ""3484:B"", ""3715:B"", ""3796:B"", ""4001:B"", ""4042:B"", ""4158:B"", ""4406:B"", ""4488:B"", ""4925:B"", ""6290:B"", ""6348:B"", ""6358:B"", ""6417:B"", ""6571:B"", ""6948:B""]",24,24,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'hablar' means 'dictionary'.,sp_en_trans,0,hablar,sp_en_trans::The Spanish word 'hablar' means 'dictionary'.,"[122, 1730, 1771, 1963, 2734, 3143, 6637, 7579]","[""122:A"", ""1730:A"", ""1771:A"", ""1963:A"", ""2734:A"", ""3143:A"", ""6637:A"", ""7579:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'hermana' means 'ten'.,sp_en_trans,0,hermana,sp_en_trans::The Spanish word 'hermana' means 'ten'.,"[208, 696, 1960, 3274, 3353, 3682, 3886, 4482, 4849, 5024, 5966, 6208, 6541, 7007, 7018, 7368]","[""208:B"", ""696:A"", ""1960:B"", ""3274:B"", ""3353:A"", ""3682:B"", ""3886:B"", ""4482:A"", ""4849:B"", ""5024:A"", ""5966:A"", ""6208:A"", ""6541:A"", ""7007:A"", ""7018:B"", ""7368:B""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'hielo' means 'life'.,sp_en_trans,0,hielo,sp_en_trans::The Spanish word 'hielo' means 'life'.,"[124, 2031, 3130, 3720, 4098, 4503, 5487, 6608]","[""124:A"", ""2031:A"", ""3130:A"", ""3720:A"", ""4098:A"", ""4503:A"", ""5487:A"", ""6608:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'higo' means 'nothing'.,sp_en_trans,0,higo,sp_en_trans::The Spanish word 'higo' means 'nothing'.,"[1, 297, 470, 841, 1622, 1696, 1973, 2154, 2645, 3517, 3590, 3606, 3683, 5034, 5294, 5666, 5788, 6013, 6082, 6131, 6600, 7494, 7942, 7971]","[""1:A"", ""297:B"", ""470:B"", ""841:B"", ""1622:B"", ""1696:B"", ""1973:B"", ""2154:B"", ""2645:B"", ""3517:A"", ""3590:A"", ""3606:B"", ""3683:B"", ""5034:B"", ""5294:B"", ""5666:B"", ""5788:A"", ""6013:A"", ""6082:B"", ""6131:A"", ""6600:A"", ""7494:A"", ""7942:B"", ""7971:B""]",24,24,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'hijo' means 'cook'.,sp_en_trans,0,hijo,sp_en_trans::The Spanish word 'hijo' means 'cook'.,"[711, 820, 1071, 1400, 1533, 2439, 2664, 3135, 3547, 3758, 3885, 4913, 5055, 5264, 5684, 6118]","[""711:B"", ""820:A"", ""1071:A"", ""1400:A"", ""1533:A"", ""2439:B"", ""2664:B"", ""3135:A"", ""3547:B"", ""3758:B"", ""3885:B"", ""4913:B"", ""5055:A"", ""5264:B"", ""5684:A"", ""6118:A""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'historia' means 'stone'.,sp_en_trans,0,historia,sp_en_trans::The Spanish word 'historia' means 'stone'.,"[148, 321, 591, 1485, 2104, 2250, 2787, 2791, 3479, 4278, 5285, 5549, 5671, 6308, 7071, 7577]","[""148:A"", ""321:A"", ""591:A"", ""1485:B"", ""2104:A"", ""2250:B"", ""2787:B"", ""2791:A"", ""3479:B"", ""4278:A"", ""5285:B"", ""5549:B"", ""5671:B"", ""6308:A"", ""7071:B"", ""7577:A""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'hola' means 'train'.,sp_en_trans,0,hola,sp_en_trans::The Spanish word 'hola' means 'train'.,"[949, 1063, 2166, 3271, 3328, 3753, 4039, 4045, 4075, 4558, 5227, 5488, 5550, 6247, 6595, 7750]","[""949:B"", ""1063:B"", ""2166:A"", ""3271:B"", ""3328:B"", ""3753:B"", ""4039:A"", ""4045:A"", ""4075:A"", ""4558:B"", ""5227:A"", ""5488:A"", ""5550:B"", ""6247:B"", ""6595:A"", ""7750:A""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'hombro' means 'map'.,sp_en_trans,0,hombro,sp_en_trans::The Spanish word 'hombro' means 'map'.,"[29, 253, 935, 1247, 1293, 2539, 3041, 4427, 4526, 4956, 5322, 5424, 5518, 6077, 6183, 6751]","[""29:A"", ""253:A"", ""935:A"", ""1247:A"", ""1293:A"", ""2539:A"", ""3041:A"", ""4427:A"", ""4526:A"", ""4956:A"", ""5322:A"", ""5424:A"", ""5518:A"", ""6077:A"", ""6183:A"", ""6751:A""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'hueso' means 'to eat'.,sp_en_trans,0,hueso,sp_en_trans::The Spanish word 'hueso' means 'to eat'.,"[195, 536, 777, 851, 924, 1001, 1134, 1222, 1262, 1576, 2521, 3027, 4020, 4919, 5462, 6304, 6389, 6880, 6952, 6972, 7356, 7566, 7732, 7856]","[""195:B"", ""536:B"", ""777:A"", ""851:B"", ""924:A"", ""1001:B"", ""1134:A"", ""1222:A"", ""1262:B"", ""1576:A"", ""2521:A"", ""3027:A"", ""4020:B"", ""4919:B"", ""5462:B"", ""6304:B"", ""6389:B"", ""6880:A"", ""6952:B"", ""6972:B"", ""7356:B"", ""7566:B"", ""7732:B"", ""7856:B""]",24,24,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'huevo' means 'sister'.,sp_en_trans,0,huevo,sp_en_trans::The Spanish word 'huevo' means 'sister'.,"[24, 208, 727, 941, 1727, 1829, 2349, 2590, 3274, 3434, 4849, 5005, 6687, 6849, 7018, 7257]","[""24:B"", ""208:A"", ""727:A"", ""941:B"", ""1727:A"", ""1829:B"", ""2349:B"", ""2590:B"", ""3274:A"", ""3434:A"", ""4849:A"", ""5005:B"", ""6687:A"", ""6849:B"", ""7018:A"", ""7257:B""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'imaginar' means 'star'.,sp_en_trans,0,imaginar,sp_en_trans::The Spanish word 'imaginar' means 'star'.,"[0, 585, 740, 864, 908, 1009, 1361, 1655, 2105, 2155, 2293, 2458, 2524, 3081, 3325, 3528, 3733, 3948, 4109, 4202, 4241, 4553, 4748, 4776, 4850, 4965, 5672, 5875, 6063, 6069, 6135, 6380, 6472, 6612, 6695, 6712, 6720, 6887, 7653, 7855]","[""0:B"", ""585:B"", ""740:A"", ""864:A"", ""908:A"", ""1009:B"", ""1361:B"", ""1655:B"", ""2105:B"", ""2155:A"", ""2293:A"", ""2458:A"", ""2524:B"", ""3081:B"", ""3325:A"", ""3528:B"", ""3733:A"", ""3948:B"", ""4109:A"", ""4202:B"", ""4241:B"", ""4553:B"", ""4748:B"", ""4776:B"", ""4850:B"", ""4965:B"", ""5672:B"", ""5875:A"", ""6063:B"", ""6069:A"", ""6135:A"", ""6380:B"", ""6472:B"", ""6612:B"", ""6695:B"", ""6712:A"", ""6720:A"", ""6887:A"", ""7653:A"", ""7855:B""]",40,40,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'invierno' means 'family'.,sp_en_trans,0,invierno,sp_en_trans::The Spanish word 'invierno' means 'family'.,"[47, 338, 820, 833, 852, 940, 1071, 1400, 1836, 2327, 2473, 3079, 3135, 3642, 3863, 3924, 4577, 5143, 5168, 5625, 5654, 6205, 6589, 6936, 7045, 7150, 7161, 7345, 7378, 7723, 7769, 7900]","[""47:A"", ""338:A"", ""820:B"", ""833:A"", ""852:B"", ""940:A"", ""1071:B"", ""1400:B"", ""1836:B"", ""2327:A"", ""2473:B"", ""3079:A"", ""3135:B"", ""3642:B"", ""3863:B"", ""3924:A"", ""4577:B"", ""5143:A"", ""5168:B"", ""5625:B"", ""5654:A"", ""6205:A"", ""6589:B"", ""6936:B"", ""7045:B"", ""7150:A"", ""7161:A"", ""7345:A"", ""7378:A"", ""7723:A"", ""7769:B"", ""7900:A""]",32,32,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'isla' means 'seed'.,sp_en_trans,0,isla,sp_en_trans::The Spanish word 'isla' means 'seed'.,"[1530, 1568, 2229, 3308, 3889, 5562, 7269, 7371]","[""1530:B"", ""1568:B"", ""2229:B"", ""3308:B"", ""3889:B"", ""5562:B"", ""7269:B"", ""7371:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'jirafa' means 'to send'.,sp_en_trans,0,jirafa,sp_en_trans::The Spanish word 'jirafa' means 'to send'.,"[108, 626, 948, 2009, 2582, 4220, 5205, 6648]","[""108:A"", ""626:A"", ""948:A"", ""2009:A"", ""2582:A"", ""4220:A"", ""5205:A"", ""6648:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'jugar' means 'leg'.,sp_en_trans,0,jugar,sp_en_trans::The Spanish word 'jugar' means 'leg'.,"[2191, 2378, 2875, 3928, 4184, 4795, 7136, 7348]","[""2191:A"", ""2378:A"", ""2875:A"", ""3928:A"", ""4184:A"", ""4795:A"", ""7136:A"", ""7348:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'lanzar' means 'sea'.,sp_en_trans,0,lanzar,sp_en_trans::The Spanish word 'lanzar' means 'sea'.,"[43, 783, 828, 1313, 4933, 6780, 6882, 7806]","[""43:A"", ""783:A"", ""828:A"", ""1313:A"", ""4933:A"", ""6780:A"", ""6882:A"", ""7806:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'leer' means 'skin'.,sp_en_trans,0,leer,sp_en_trans::The Spanish word 'leer' means 'skin'.,"[449, 497, 1084, 1120, 1948, 3227, 4005, 4644, 5319, 5577, 5692, 6569, 6862, 6976, 7422, 7884]","[""449:B"", ""497:B"", ""1084:B"", ""1120:B"", ""1948:B"", ""3227:B"", ""4005:B"", ""4644:B"", ""5319:B"", ""5577:B"", ""5692:B"", ""6569:B"", ""6862:B"", ""6976:B"", ""7422:B"", ""7884:B""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'lento' means 'cook'.,sp_en_trans,0,lento,sp_en_trans::The Spanish word 'lento' means 'cook'.,"[19, 77, 116, 316, 921, 1183, 2353, 2711, 3281, 3455, 3462, 3689, 3835, 4249, 4574, 4694, 4963, 5308, 5825, 6868, 7063, 7165, 7308, 7807]","[""19:A"", ""77:B"", ""116:B"", ""316:B"", ""921:A"", ""1183:B"", ""2353:B"", ""2711:B"", ""3281:A"", ""3455:B"", ""3462:B"", ""3689:A"", ""3835:B"", ""4249:B"", ""4574:B"", ""4694:B"", ""4963:A"", ""5308:B"", ""5825:B"", ""6868:A"", ""7063:A"", ""7165:B"", ""7308:B"", ""7807:A""]",24,24,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'libre' means 'soldier'.,sp_en_trans,0,libre,sp_en_trans::The Spanish word 'libre' means 'soldier'.,"[1299, 1869, 3262, 4888, 4930, 5307, 5899, 6440]","[""1299:A"", ""1869:A"", ""3262:A"", ""4888:A"", ""4930:A"", ""5307:A"", ""5899:A"", ""6440:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'lista' means 'voice'.,sp_en_trans,0,lista,sp_en_trans::The Spanish word 'lista' means 'voice'.,"[909, 1116, 1201, 1253, 2352, 3709, 4533, 7299]","[""909:B"", ""1116:B"", ""1201:B"", ""1253:B"", ""2352:B"", ""3709:B"", ""4533:B"", ""7299:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'lugar' means 'iron'.,sp_en_trans,0,lugar,sp_en_trans::The Spanish word 'lugar' means 'iron'.,"[1810, 2541, 4561, 4618, 4764, 6982, 6989, 7904]","[""1810:B"", ""2541:B"", ""4561:B"", ""4618:B"", ""4764:B"", ""6982:B"", ""6989:B"", ""7904:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'madre' means 'neighbor'.,sp_en_trans,0,madre,sp_en_trans::The Spanish word 'madre' means 'neighbor'.,"[574, 856, 1365, 1422, 3501, 3532, 3777, 3841, 4308, 4365, 4641, 4677, 4992, 5655, 7108, 7775]","[""574:A"", ""856:A"", ""1365:A"", ""1422:B"", ""3501:A"", ""3532:A"", ""3777:B"", ""3841:A"", ""4308:A"", ""4365:B"", ""4641:A"", ""4677:B"", ""4992:B"", ""5655:B"", ""7108:B"", ""7775:B""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'mapa' means 'to swim'.,sp_en_trans,0,mapa,sp_en_trans::The Spanish word 'mapa' means 'to swim'.,"[531, 1365, 1767, 1842, 3501, 3749, 3841, 3919, 4004, 4023, 4462, 4641, 5918, 6558, 6910, 7853]","[""531:B"", ""1365:B"", ""1767:B"", ""1842:B"", ""3501:B"", ""3749:B"", ""3841:B"", ""3919:B"", ""4004:B"", ""4023:B"", ""4462:B"", ""4641:B"", ""5918:B"", ""6558:B"", ""6910:B"", ""7853:B""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'mar' means 'to save'.,sp_en_trans,0,mar,sp_en_trans::The Spanish word 'mar' means 'to save'.,"[47, 940, 1417, 1471, 2403, 3243, 3466, 3488, 4940, 5559, 5654, 5973, 7205, 7509, 7723, 7913]","[""47:B"", ""940:B"", ""1417:B"", ""1471:A"", ""2403:B"", ""3243:A"", ""3466:A"", ""3488:A"", ""4940:A"", ""5559:B"", ""5654:B"", ""5973:A"", ""7205:B"", ""7509:A"", ""7723:B"", ""7913:A""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'mes' means 'first'.,sp_en_trans,0,mes,sp_en_trans::The Spanish word 'mes' means 'first'.,"[1063, 3271, 4558, 4780, 5192, 5550, 6127, 6232]","[""1063:A"", ""3271:A"", ""4558:A"", ""4780:A"", ""5192:A"", ""5550:A"", ""6127:A"", ""6232:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'mezclar' means 'ice'.,sp_en_trans,0,mezclar,sp_en_trans::The Spanish word 'mezclar' means 'ice'.,"[900, 1881, 2939, 5137, 5150, 5527, 5553, 5572]","[""900:B"", ""1881:B"", ""2939:B"", ""5137:B"", ""5150:B"", ""5527:B"", ""5553:B"", ""5572:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'miedo' means 'son'.,sp_en_trans,0,miedo,sp_en_trans::The Spanish word 'miedo' means 'son'.,"[520, 1851, 2118, 2473, 2542, 2598, 2903, 3071, 3323, 3642, 4353, 4976, 5625, 6237, 6936, 7622]","[""520:B"", ""1851:B"", ""2118:B"", ""2473:A"", ""2542:A"", ""2598:B"", ""2903:A"", ""3071:B"", ""3323:A"", ""3642:A"", ""4353:B"", ""4976:B"", ""5625:A"", ""6237:A"", ""6936:A"", ""7622:B""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'moderno' means 'now'.,sp_en_trans,0,moderno,sp_en_trans::The Spanish word 'moderno' means 'now'.,"[541, 1035, 2561, 3457, 3735, 4243, 4256, 6292]","[""541:A"", ""1035:A"", ""2561:A"", ""3457:A"", ""3735:A"", ""4243:A"", ""4256:A"", ""6292:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'morir' means 'problem'.,sp_en_trans,0,morir,sp_en_trans::The Spanish word 'morir' means 'problem'.,"[777, 883, 994, 1134, 1454, 1985, 2428, 3027, 4934, 5753, 6146, 6408, 6580, 6673, 6880, 7999]","[""777:B"", ""883:B"", ""994:B"", ""1134:B"", ""1454:B"", ""1985:B"", ""2428:B"", ""3027:B"", ""4934:B"", ""5753:B"", ""6146:B"", ""6408:B"", ""6580:B"", ""6673:B"", ""6880:B"", ""7999:B""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'mujer' means 'enough'.,sp_en_trans,0,mujer,sp_en_trans::The Spanish word 'mujer' means 'enough'.,"[130, 195, 351, 851, 994, 1262, 1454, 1518, 2173, 2576, 3468, 4560, 5181, 6304, 6673, 7999]","[""130:A"", ""195:A"", ""351:A"", ""851:A"", ""994:A"", ""1262:A"", ""1454:A"", ""1518:A"", ""2173:A"", ""2576:A"", ""3468:A"", ""4560:A"", ""5181:A"", ""6304:A"", ""6673:A"", ""7999:A""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'nada' means 'enemy'.,sp_en_trans,0,nada,sp_en_trans::The Spanish word 'nada' means 'enemy'.,"[583, 986, 1554, 2788, 4301, 5454, 6287, 6900]","[""583:B"", ""986:B"", ""1554:B"", ""2788:B"", ""4301:B"", ""5454:B"", ""6287:B"", ""6900:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'negro' means 'all'.,sp_en_trans,0,negro,sp_en_trans::The Spanish word 'negro' means 'all'.,"[367, 610, 2831, 2919, 3449, 4063, 4394, 4603, 4774, 4876, 5266, 5373, 6441, 6706, 7317, 7947]","[""367:A"", ""610:A"", ""2831:A"", ""2919:A"", ""3449:A"", ""4063:A"", ""4394:A"", ""4603:A"", ""4774:A"", ""4876:A"", ""5266:A"", ""5373:A"", ""6441:A"", ""6706:A"", ""7317:A"", ""7947:A""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'noche' means 'to write'.,sp_en_trans,0,noche,sp_en_trans::The Spanish word 'noche' means 'to write'.,"[196, 425, 1686, 3597, 4507, 4625, 5962, 6413]","[""196:B"", ""425:B"", ""1686:B"", ""3597:B"", ""4507:B"", ""4625:B"", ""5962:B"", ""6413:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'nombre' means 'water'.,sp_en_trans,0,nombre,sp_en_trans::The Spanish word 'nombre' means 'water'.,"[2919, 3825, 4063, 4425, 4774, 5480, 6844, 7317]","[""2919:B"", ""3825:B"", ""4063:B"", ""4425:B"", ""4774:B"", ""5480:B"", ""6844:B"", ""7317:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'nuevo' means 'to think'.,sp_en_trans,0,nuevo,sp_en_trans::The Spanish word 'nuevo' means 'to think'.,"[705, 1590, 3397, 4892, 5332, 6209, 7644, 7731]","[""705:B"", ""1590:B"", ""3397:B"", ""4892:B"", ""5332:B"", ""6209:B"", ""7644:B"", ""7731:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'ocupado' means 'to draw'.,sp_en_trans,0,ocupado,sp_en_trans::The Spanish word 'ocupado' means 'to draw'.,"[61, 875, 2545, 3041, 4526, 5322, 5518, 6458]","[""61:B"", ""875:B"", ""2545:B"", ""3041:B"", ""4526:B"", ""5322:B"", ""5518:B"", ""6458:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'oferta' means 'open'.,sp_en_trans,0,oferta,sp_en_trans::The Spanish word 'oferta' means 'open'.,"[131, 350, 364, 491, 899, 1088, 2213, 2497, 2908, 2968, 3014, 3251, 3343, 3483, 3838, 4100, 4344, 5472, 5738, 6025, 6233, 6783, 7140, 7763]","[""131:B"", ""350:B"", ""364:B"", ""491:B"", ""899:B"", ""1088:B"", ""2213:B"", ""2497:B"", ""2908:B"", ""2968:B"", ""3014:B"", ""3251:B"", ""3343:B"", ""3483:B"", ""3838:B"", ""4100:B"", ""4344:B"", ""5472:B"", ""5738:B"", ""6025:B"", ""6233:B"", ""6783:B"", ""7140:B"", ""7763:B""]",24,24,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'ola' means 'class'.,sp_en_trans,0,ola,sp_en_trans::The Spanish word 'ola' means 'class'.,"[1622, 2645, 3683, 4938, 5666, 5715, 5797, 7386]","[""1622:A"", ""2645:A"", ""3683:A"", ""4938:A"", ""5666:A"", ""5715:A"", ""5797:A"", ""7386:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'olor' means 'fear'.,sp_en_trans,0,olor,sp_en_trans::The Spanish word 'olor' means 'fear'.,"[1526, 2318, 3960, 5402, 5890, 5929, 7410, 7432]","[""1526:A"", ""2318:A"", ""3960:A"", ""5402:A"", ""5890:A"", ""5929:A"", ""7410:A"", ""7432:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'oscuro' means 'to see'.,sp_en_trans,0,oscuro,sp_en_trans::The Spanish word 'oscuro' means 'to see'.,"[297, 785, 1042, 1385, 1865, 1973, 2181, 2190, 2570, 3606, 3669, 4894, 5371, 6141, 6593, 7971]","[""297:A"", ""785:A"", ""1042:A"", ""1385:A"", ""1865:A"", ""1973:A"", ""2181:A"", ""2190:A"", ""2570:A"", ""3606:A"", ""3669:A"", ""4894:A"", ""5371:A"", ""6141:A"", ""6593:A"", ""7971:A""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'oveja' means 'busy'.,sp_en_trans,0,oveja,sp_en_trans::The Spanish word 'oveja' means 'busy'.,"[637, 1031, 1857, 2524, 3003, 3430, 3722, 4850, 5166, 5188, 5672, 5746, 6048, 6063, 6342, 6774]","[""637:A"", ""1031:B"", ""1857:B"", ""2524:A"", ""3003:B"", ""3430:B"", ""3722:B"", ""4850:A"", ""5166:A"", ""5188:B"", ""5672:A"", ""5746:B"", ""6048:A"", ""6063:A"", ""6342:B"", ""6774:A""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'pagar' means 'enough'.,sp_en_trans,0,pagar,sp_en_trans::The Spanish word 'pagar' means 'enough'.,"[68, 672, 683, 721, 1145, 1226, 1481, 2772, 4078, 4712, 5283, 5388, 5880, 6039, 6381, 7778]","[""68:B"", ""672:B"", ""683:B"", ""721:B"", ""1145:B"", ""1226:B"", ""1481:B"", ""2772:B"", ""4078:B"", ""4712:B"", ""5283:B"", ""5388:B"", ""5880:B"", ""6039:B"", ""6381:B"", ""7778:B""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'palabra' means 'test'.,sp_en_trans,0,palabra,sp_en_trans::The Spanish word 'palabra' means 'test'.,"[1955, 2031, 3064, 3130, 4098, 4870, 5487, 7092]","[""1955:B"", ""2031:B"", ""3064:B"", ""3130:B"", ""4098:B"", ""4870:B"", ""5487:B"", ""7092:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'papel' means 'neck'.,sp_en_trans,0,papel,sp_en_trans::The Spanish word 'papel' means 'neck'.,"[209, 224, 3463, 4629, 4891, 6635, 7492, 7963]","[""209:A"", ""224:A"", ""3463:A"", ""4629:A"", ""4891:A"", ""6635:A"", ""7492:A"", ""7963:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'parecer' means 'wave'.,sp_en_trans,0,parecer,sp_en_trans::The Spanish word 'parecer' means 'wave'.,"[377, 1290, 1936, 4498, 4501, 4657, 5482, 6464]","[""377:B"", ""1290:B"", ""1936:B"", ""4498:B"", ""4501:B"", ""4657:B"", ""5482:B"", ""6464:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'parte' means 'black'.,sp_en_trans,0,parte,sp_en_trans::The Spanish word 'parte' means 'black'.,"[38, 842, 1333, 4692, 5020, 5351, 6418, 7536]","[""38:B"", ""842:B"", ""1333:B"", ""4692:B"", ""5020:B"", ""5351:B"", ""6418:B"", ""7536:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'pasar' means 'map'.,sp_en_trans,0,pasar,sp_en_trans::The Spanish word 'pasar' means 'map'.,"[653, 694, 1471, 1520, 2691, 3488, 4940, 5973]","[""653:B"", ""694:B"", ""1471:B"", ""1520:B"", ""2691:B"", ""3488:B"", ""4940:B"", ""5973:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'pero' means 'hot'.,sp_en_trans,0,pero,sp_en_trans::The Spanish word 'pero' means 'hot'.,"[0, 15, 1089, 1198, 2731, 3136, 3857, 3948, 4016, 4288, 4748, 5127, 5194, 6686, 6695, 7898]","[""0:A"", ""15:A"", ""1089:A"", ""1198:A"", ""2731:A"", ""3136:A"", ""3857:A"", ""3948:A"", ""4016:A"", ""4288:A"", ""4748:A"", ""5127:A"", ""5194:A"", ""6686:A"", ""6695:A"", ""7898:A""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
The Spanish word 'perro' means 'class'.,sp_en_trans,0,perro,sp_en_trans::The Spanish word 'perro' means 'class'.,"[77, 116, 122, 227, 357, 1963, 2232, 2734, 3150, 3240, 3361, 3830, 4574, 5825, 6246, 7579]","[""77:A"", ""116:A"", ""122:B"", ""227:A"", ""357:A"", ""1963:B"", ""2232:A"", ""2734:B"", ""3150:B"", ""3240:A"", ""3361:B"", ""3830:B"", ""4574:A"", ""5825:A"", ""6246:B"", ""7579:B""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
