r1_row_index,topic,entity_pair_id,statement,conjunctA,conjunctB,labelA,labelB,cell,connective,ordering,global_truth,frozen_atomic_score,compound_trained_score
6824,element_symb,"element_symb::[""Gold"",""Ruthenium""]",Ruthenium has the symbol Rh and Gold has the symbol Au.,Ruthenium has the symbol Rh.,Gold has the symbol Au.,0,1,FT,AND,AB,0,-3.589525797309905,-9.553248973362473
6830,cities,"cities::[""Qujing"",""Ufa""]",The city of Qujing is in China or the city of Ufa is in Italy.,The city of Ufa is in Italy.,The city of Qujing is in China.,0,1,FT,OR,BA,1,3.778297096730453,10.940937938437466
6831,animal_class,"animal_class::[""camel"",""elephant""]",The elephant is a crustacean and the camel is a crustacean.,The camel is a crustacean.,The elephant is a crustacean.,0,0,FF,AND,BA,0,-6.10798778915585,-18.629591967849866
6840,animal_class,"animal_class::[""camel"",""elephant""]",The camel is a mammal or the elephant is a mammal.,The camel is a mammal.,The elephant is a mammal.,1,1,TT,OR,AB,1,4.966952040270833,18.758637815211802
6847,animal_class,"animal_class::[""parrot"",""tiger""]",The tiger is a mammal and the parrot is a arachnid.,The tiger is a mammal.,The parrot is a arachnid.,1,0,TF,AND,AB,0,-1.4330783926072035,-17.38409249133365
6852,element_symb,"element_symb::[""Gallium"",""Molybdenum""]",Gallium has the symbol Ga or Molybdenum has the symbol V.,Gallium has the symbol Ga.,Molybdenum has the symbol V.,1,0,TF,OR,AB,1,-6.133935681946918,4.757206624329093
6853,animal_class,"animal_class::[""raccoon"",""seagull""]",The seagull is a reptile and the raccoon is a mammal.,The raccoon is a mammal.,The seagull is a reptile.,1,0,TF,AND,BA,0,2.2804134817730426,-11.796722488153284
6854,inventors,"inventors::[""Bartolomeo Cristofori"",""Joseph Glidden""]",Bartolomeo Cristofori lived in Italy or Joseph Glidden lived in China.,Bartolomeo Cristofori lived in Italy.,Joseph Glidden lived in China.,1,0,TF,OR,AB,1,3.6380521900020146,8.324198948340568
6862,sp_en_trans,"sp_en_trans::[""leer"",""temprano""]",The Spanish word 'leer' means 'skin' or the Spanish word 'temprano' means 'nothing'.,The Spanish word 'temprano' means 'nothing'.,The Spanish word 'leer' means 'skin'.,0,0,FF,OR,BA,0,-12.424036924720063,-13.524434621729613
6868,sp_en_trans,"sp_en_trans::[""cabeza"",""lento""]",The Spanish word 'cabeza' means 'south' or the Spanish word 'lento' means 'cook'.,The Spanish word 'lento' means 'cook'.,The Spanish word 'cabeza' means 'south'.,0,0,FF,OR,BA,0,-12.149841179910668,-13.764076877964586
6870,inventors,"inventors::[""Fridtjof Nansen"",""Mary Walton""]",Fridtjof Nansen lived in Scotland/Canada/the U.S and Mary Walton lived in the U.S.,Mary Walton lived in the U.S.,Fridtjof Nansen lived in Scotland/Canada/the U.S.,1,0,TF,AND,BA,0,6.173652343628271,-14.496486232086927
6875,animal_class,"animal_class::[""camel"",""elephant""]",The camel is a mammal and the elephant is a mammal.,The camel is a mammal.,The elephant is a mammal.,1,1,TT,AND,AB,1,7.233456264505133,8.467931088646422
6877,inventors,"inventors::[""Bartolomeo Cristofori"",""Joseph Glidden""]",Bartolomeo Cristofori lived in the U.K or Joseph Glidden lived in China.,Bartolomeo Cristofori lived in the U.K.,Joseph Glidden lived in China.,0,0,FF,OR,AB,0,0.05883119129482402,-2.8504697748068772
6888,element_symb,"element_symb::[""Argon"",""Neodymium""]",Argon has the symbol Pr and Neodymium has the symbol Nd.,Argon has the symbol Pr.,Neodymium has the symbol Nd.,0,1,FT,AND,AB,0,-4.705744222079041,-19.798504904426192
6890,sp_en_trans,"sp_en_trans::[""familia"",""vender""]",The Spanish word 'familia' means 'dog' and the Spanish word 'vender' means 'son'.,The Spanish word 'vender' means 'son'.,The Spanish word 'familia' means 'dog'.,0,0,FF,AND,BA,0,-11.189695073744906,-25.482423581234322
6891,element_symb,"element_symb::[""Actinium"",""Platinum""]",Platinum has the symbol S or Actinium has the symbol Ac.,Platinum has the symbol S.,Actinium has the symbol Ac.,0,1,FT,OR,AB,1,-4.866855134564842,8.928748817216583
6897,sp_en_trans,"sp_en_trans::[""abrigo"",""ejemplo""]",The Spanish word 'ejemplo' means 'example' and the Spanish word 'abrigo' means 'to eat'.,The Spanish word 'ejemplo' means 'example'.,The Spanish word 'abrigo' means 'to eat'.,1,0,TF,AND,AB,0,-8.765459713836567,-7.597791876709405
6899,element_symb,"element_symb::[""Copper"",""Nitrogen""]",Copper has the symbol La or Nitrogen has the symbol Np.,Nitrogen has the symbol Np.,Copper has the symbol La.,0,0,FF,OR,BA,0,-6.454277258238243,-8.866909018951167
6905,element_symb,"element_symb::[""Radium"",""Tellurium""]",Radium has the symbol Pr and Tellurium has the symbol Te.,Tellurium has the symbol Te.,Radium has the symbol Pr.,1,0,TF,AND,BA,0,-4.259407774423435,-14.581175630057627
6915,element_symb,"element_symb::[""Boron"",""Selenium""]",Boron has the symbol H and Selenium has the symbol Se.,Selenium has the symbol Se.,Boron has the symbol H.,1,0,TF,AND,BA,0,-2.201766165576785,-13.070811195288803
6918,element_symb,"element_symb::[""Cadmium"",""Cerium""]",Cadmium has the symbol Cd and Cerium has the symbol I.,Cadmium has the symbol Cd.,Cerium has the symbol I.,1,0,TF,AND,AB,0,-10.354681040008773,-15.065139971000347
6919,inventors,"inventors::[""Albert Ghiorso"",""Alexander Graham Bell""]",Albert Ghiorso lived in Austria and Alexander Graham Bell lived in Scotland/Canada/the U.S.,Alexander Graham Bell lived in Scotland/Canada/the U.S.,Albert Ghiorso lived in Austria.,1,0,TF,AND,BA,0,4.827877388712298,4.1295021301497865
6921,animal_class,"animal_class::[""gorilla"",""llama""]",The gorilla is a mammal or the llama is a mammal.,The llama is a mammal.,The gorilla is a mammal.,1,1,TT,OR,BA,1,3.7328292976504724,11.345223778653018
6923,sp_en_trans,"sp_en_trans::[""caer"",""rey""]",The Spanish word 'caer' means 'to fall' or the Spanish word 'rey' means 'to pass'.,The Spanish word 'caer' means 'to fall'.,The Spanish word 'rey' means 'to pass'.,1,0,TF,OR,AB,1,-12.745172939966169,3.346907249163434
6926,cities,"cities::[""Laibin"",""Seoul""]",The city of Seoul is in Zimbabwe or the city of Laibin is in Bulgaria.,The city of Seoul is in Zimbabwe.,The city of Laibin is in Bulgaria.,0,0,FF,OR,AB,0,1.9277469102443927,-4.722612145446714
6934,sp_en_trans,"sp_en_trans::[""familia"",""vender""]",The Spanish word 'vender' means 'to sell' and the Spanish word 'familia' means 'family'.,The Spanish word 'vender' means 'to sell'.,The Spanish word 'familia' means 'family'.,1,1,TT,AND,AB,1,8.462455122687578,11.534833509767152
6938,cities,"cities::[""Laibin"",""Seoul""]",The city of Seoul is in South Korea or the city of Laibin is in Bulgaria.,The city of Seoul is in South Korea.,The city of Laibin is in Bulgaria.,1,0,TF,OR,AB,1,3.827785787675801,10.725746539724563
6940,cities,"cities::[""Jamshedpur"",""Pimpri""]",The city of Pimpri is in Sweden or the city of Jamshedpur is in India.,The city of Jamshedpur is in India.,The city of Pimpri is in Sweden.,1,0,TF,OR,BA,1,8.326385708413833,13.444168059715908
6947,cities,"cities::[""Hanoi"",""Lubumbashi""]",The city of Hanoi is in Vietnam or the city of Lubumbashi is in Chile.,The city of Hanoi is in Vietnam.,The city of Lubumbashi is in Chile.,1,0,TF,OR,AB,1,3.3530757501281983,9.595188743183598
6948,sp_en_trans,"sp_en_trans::[""guardar"",""vecino""]",The Spanish word 'guardar' means 'to pass' or the Spanish word 'vecino' means 'wind'.,The Spanish word 'vecino' means 'wind'.,The Spanish word 'guardar' means 'to pass'.,0,0,FF,OR,BA,0,-15.435488325354548,-4.011711684354621
6951,inventors,"inventors::[""Linus Torvalds"",""Paul Gottlieb Nipkow""]",Paul Gottlieb Nipkow lived in Germany and Linus Torvalds lived in Canada/the U.S.,Linus Torvalds lived in Canada/the U.S.,Paul Gottlieb Nipkow lived in Germany.,0,1,FT,AND,BA,0,6.58255980352555,-1.2341697221886696
6956,cities,"cities::[""Mianzhu, Deyang, Sichuan"",""Zibo""]","The city of Mianzhu, Deyang, Sichuan is in Azerbaijan and the city of Zibo is in China.","The city of Mianzhu, Deyang, Sichuan is in Azerbaijan.",The city of Zibo is in China.,0,1,FT,AND,AB,0,-2.9346492019274213,-13.377412465167643
6961,inventors,"inventors::[""Elisha Gray"",""Georges Claude""]",Elisha Gray lived in the U.S and Georges Claude lived in France.,Elisha Gray lived in the U.S.,Georges Claude lived in France.,1,1,TT,AND,AB,1,9.235916482362205,6.6192663457635526
6976,sp_en_trans,"sp_en_trans::[""leer"",""temprano""]",The Spanish word 'temprano' means 'nothing' and the Spanish word 'leer' means 'skin'.,The Spanish word 'temprano' means 'nothing'.,The Spanish word 'leer' means 'skin'.,0,0,FF,AND,AB,0,-10.27227051068361,-23.98283204068885
6977,sp_en_trans,"sp_en_trans::[""abrigo"",""ejemplo""]",The Spanish word 'abrigo' means 'to eat' and the Spanish word 'ejemplo' means 'example'.,The Spanish word 'ejemplo' means 'example'.,The Spanish word 'abrigo' means 'to eat'.,1,0,TF,AND,BA,0,2.675831116185655,-5.628547958710566
6988,element_symb,"element_symb::[""Boron"",""Osmium""]",Boron has the symbol H and Osmium has the symbol P.,Osmium has the symbol P.,Boron has the symbol H.,0,0,FF,AND,BA,0,-12.904273779184296,-31.91493143947235
6995,animal_class,"animal_class::[""llama"",""mongoose""]",The mongoose is a mammal and the llama is a mammal.,The mongoose is a mammal.,The llama is a mammal.,1,1,TT,AND,AB,1,7.505961027479415,6.567479420070652
6996,inventors,"inventors::[""Hans von Ohain"",""John Kay""]",Hans von Ohain lived in England or John Kay lived in Norway.,John Kay lived in Norway.,Hans von Ohain lived in England.,0,0,FF,OR,BA,0,3.219948453607872,-5.946703143966378
7005,inventors,"inventors::[""Linus Torvalds"",""Paul Gottlieb Nipkow""]",Linus Torvalds lived in Finland or Paul Gottlieb Nipkow lived in Norway.,Linus Torvalds lived in Finland.,Paul Gottlieb Nipkow lived in Norway.,1,0,TF,OR,AB,1,3.2158751996372614,1.5957835231857904
7013,element_symb,"element_symb::[""Gallium"",""Molybdenum""]",Gallium has the symbol Ga or Molybdenum has the symbol Mo.,Gallium has the symbol Ga.,Molybdenum has the symbol Mo.,1,1,TT,OR,AB,1,5.501958960736715,15.449281120786827
7016,animal_class,"animal_class::[""bee"",""frog""]",The bee is a mollusk and the frog is a bird.,The bee is a mollusk.,The frog is a bird.,0,0,FF,AND,AB,0,-5.098762740984467,-27.213278225058527
7020,animal_class,"animal_class::[""bee"",""frog""]",The frog is a bird or the bee is a mollusk.,The bee is a mollusk.,The frog is a bird.,0,0,FF,OR,BA,0,3.394908273446701,-4.325521254201356
7023,cities,"cities::[""Tlaquepaque"",""Vladivostok""]",The city of Tlaquepaque is in Mozambique and the city of Vladivostok is in Russia.,The city of Vladivostok is in Russia.,The city of Tlaquepaque is in Mozambique.,1,0,TF,AND,BA,0,7.563993498377128,-5.73584001315656
7025,inventors,"inventors::[""Emile Berliner"",""Thomas Tompion""]",Thomas Tompion lived in Russia and Emile Berliner lived in Germany/the U.S.,Emile Berliner lived in Germany/the U.S.,Thomas Tompion lived in Russia.,1,0,TF,AND,BA,0,0.49496151649826087,-15.42749980196019
7038,cities,"cities::[""Abu Ghurayb"",""Porto Velho""]",The city of Porto Velho is in Brazil or the city of Abu Ghurayb is in Italy.,The city of Porto Velho is in Brazil.,The city of Abu Ghurayb is in Italy.,1,0,TF,OR,AB,1,4.512139699891291,8.763677931504247
7042,inventors,"inventors::[""Jacob Perkins"",""John Boyd Dunlop""]",Jacob Perkins lived in the U.S and John Boyd Dunlop lived in Scotland.,John Boyd Dunlop lived in Scotland.,Jacob Perkins lived in the U.S.,1,1,TT,AND,BA,1,8.172158468567797,1.840075960013792
7048,sp_en_trans,"sp_en_trans::[""abrigo"",""ejemplo""]",The Spanish word 'abrigo' means 'to eat' or the Spanish word 'ejemplo' means 'to see'.,The Spanish word 'ejemplo' means 'to see'.,The Spanish word 'abrigo' means 'to eat'.,0,0,FF,OR,BA,0,-10.163444631907751,-12.385509601225511
7051,animal_class,"animal_class::[""llama"",""mongoose""]",The llama is a mollusk and the mongoose is a reptile.,The mongoose is a reptile.,The llama is a mollusk.,0,0,FF,AND,BA,0,-3.3897337355663346,-15.03220878805638
7055,animal_class,"animal_class::[""gorilla"",""llama""]",The gorilla is a mammal or the llama is a mollusk.,The llama is a mollusk.,The gorilla is a mammal.,0,1,FT,OR,BA,1,2.810105313432889,2.1961839673428054
7058,element_symb,"element_symb::[""Copper"",""Nitrogen""]",Nitrogen has the symbol N or Copper has the symbol Cu.,Nitrogen has the symbol N.,Copper has the symbol Cu.,1,1,TT,OR,AB,1,3.959503701026998,20.41975313009958
7060,cities,"cities::[""Hebi"",""Tomsk""]",The city of Tomsk is in Russia or the city of Hebi is in China.,The city of Tomsk is in Russia.,The city of Hebi is in China.,1,1,TT,OR,AB,1,6.944114624243364,21.57750292074793
7063,sp_en_trans,"sp_en_trans::[""cabeza"",""lento""]",The Spanish word 'cabeza' means 'head' and the Spanish word 'lento' means 'cook'.,The Spanish word 'lento' means 'cook'.,The Spanish word 'cabeza' means 'head'.,0,1,FT,AND,BA,0,-2.6914036072836427,-12.825369314787736
7067,element_symb,"element_symb::[""Cobalt"",""Hydrogen""]",Hydrogen has the symbol H or Cobalt has the symbol Co.,Cobalt has the symbol Co.,Hydrogen has the symbol H.,1,1,TT,OR,BA,1,3.7356922275112363,20.35518567193782
7076,element_symb,"element_symb::[""Phosphorus"",""Praseodymium""]",Praseodymium has the symbol Pr or Phosphorus has the symbol Se.,Phosphorus has the symbol Se.,Praseodymium has the symbol Pr.,0,1,FT,OR,BA,1,-6.419965365819722,4.856284751494784
7077,inventors,"inventors::[""George Devol"",""Guglielmo Marconi""]",George Devol lived in Hungary or Guglielmo Marconi lived in Italy.,George Devol lived in Hungary.,Guglielmo Marconi lived in Italy.,0,1,FT,OR,AB,1,4.057057524607938,5.167356394058542
7078,cities,"cities::[""Kunming"",""N'Djamena""]",The city of N'Djamena is in Ethiopia and the city of Kunming is in China.,The city of N'Djamena is in Ethiopia.,The city of Kunming is in China.,0,1,FT,AND,AB,0,2.9537725631003373,-4.802728443942023
7083,element_symb,"element_symb::[""Gallium"",""Molybdenum""]",Gallium has the symbol Ga and Molybdenum has the symbol V.,Gallium has the symbol Ga.,Molybdenum has the symbol V.,1,0,TF,AND,AB,0,-4.369579329260862,-10.071185411673824
7085,sp_en_trans,"sp_en_trans::[""hola"",""mes""]",The Spanish word 'mes' means 'month' or the Spanish word 'hola' means 'hello'.,The Spanish word 'mes' means 'month'.,The Spanish word 'hola' means 'hello'.,1,1,TT,OR,AB,1,0.6830458136287898,23.7426053045856
7087,cities,"cities::[""Kunming"",""N'Djamena""]",The city of N'Djamena is in Ethiopia or the city of Kunming is in China.,The city of N'Djamena is in Ethiopia.,The city of Kunming is in China.,0,1,FT,OR,AB,1,4.828579537382432,10.580552444415488
7096,cities,"cities::[""Maceio"",""Yerevan""]",The city of Yerevan is in Uganda or the city of Maceio is in Brazil.,The city of Yerevan is in Uganda.,The city of Maceio is in Brazil.,0,1,FT,OR,AB,1,2.259030820581558,5.338621874873512
7097,cities,"cities::[""Abu Ghurayb"",""Porto Velho""]",The city of Abu Ghurayb is in Iraq and the city of Porto Velho is in Uzbekistan.,The city of Porto Velho is in Uzbekistan.,The city of Abu Ghurayb is in Iraq.,0,1,FT,AND,BA,0,1.467282079008066,-16.64946181797658
7099,inventors,"inventors::[""Hans von Ohain"",""John Kay""]",John Kay lived in Norway or Hans von Ohain lived in Germany.,John Kay lived in Norway.,Hans von Ohain lived in Germany.,0,1,FT,OR,AB,1,4.900957697437461,3.1151629113659536
7100,cities,"cities::[""Abu Ghurayb"",""Porto Velho""]",The city of Porto Velho is in Brazil and the city of Abu Ghurayb is in Italy.,The city of Porto Velho is in Brazil.,The city of Abu Ghurayb is in Italy.,1,0,TF,AND,AB,0,1.064044653099244,-16.58653443510189
7114,cities,"cities::[""Changshu"",""Nagoya""]",The city of Changshu is in Germany and the city of Nagoya is in the Dominican Republic.,The city of Changshu is in Germany.,The city of Nagoya is in the Dominican Republic.,0,0,FF,AND,AB,0,-7.295636942386828,-31.608519723932275
7121,animal_class,"animal_class::[""deer"",""kangaroo""]",The kangaroo is a reptile or the deer is a mammal.,The kangaroo is a reptile.,The deer is a mammal.,0,1,FT,OR,AB,1,3.21215921692908,8.624225906099008
7125,inventors,"inventors::[""Hans Geiger"",""James Starley""]",James Starley lived in Austria/the U.S or Hans Geiger lived in Finland.,James Starley lived in Austria/the U.S.,Hans Geiger lived in Finland.,0,0,FF,OR,AB,0,-0.8671808860480472,-10.62987081679296
7126,inventors,"inventors::[""Igor Tamm"",""Willis Carrier""]",Igor Tamm lived in Russia and Willis Carrier lived in the U.S.,Willis Carrier lived in the U.S.,Igor Tamm lived in Russia.,1,1,TT,AND,BA,1,12.586721339090044,6.910556831872254
7128,sp_en_trans,"sp_en_trans::[""caer"",""rey""]",The Spanish word 'rey' means 'king' and the Spanish word 'caer' means 'to fall'.,The Spanish word 'caer' means 'to fall'.,The Spanish word 'rey' means 'king'.,1,1,TT,AND,BA,1,6.839034867007902,7.144007299856405
7131,element_symb,"element_symb::[""Boron"",""Selenium""]",Boron has the symbol H and Selenium has the symbol Po.,Selenium has the symbol Po.,Boron has the symbol H.,0,0,FF,AND,BA,0,-7.316922497282956,-23.32658288824255
7132,cities,"cities::[""Lianyungang"",""Puducherry""]",The city of Puducherry is in India and the city of Lianyungang is in China.,The city of Puducherry is in India.,The city of Lianyungang is in China.,1,1,TT,AND,AB,1,13.697427029571463,8.669863658918763
7139,sp_en_trans,"sp_en_trans::[""abrigo"",""ejemplo""]",The Spanish word 'abrigo' means 'to eat' or the Spanish word 'ejemplo' means 'example'.,The Spanish word 'ejemplo' means 'example'.,The Spanish word 'abrigo' means 'to eat'.,1,0,TF,OR,BA,1,-2.1437112904283917,14.21549442640845
7141,inventors,"inventors::[""Alan Turing"",""James Watt""]",James Watt lived in Scotland or Alan Turing lived in the U.K.,James Watt lived in Scotland.,Alan Turing lived in the U.K.,1,1,TT,OR,AB,1,6.529950276733571,20.028688630810283
